Unnamed: 0,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
LAVERTON AERO/AUSTRALIA,50194865000.000000,-37.850000,144.730000,21.000000,19.751111,19.934444,18.151111,15.122500,12.513571,10.074286,9.462593,10.347778,11.862593,13.838519,16.147857,17.985357
MELBOURNE AIR/AUSTRALIA,50194866000.000000,-37.670000,144.830000,141.000000,19.905000,20.206897,18.375862,15.236667,12.461667,9.973333,9.256897,10.236667,11.835000,13.865000,16.270000,18.055000
EAST SALE AER/AUSTRALIA,50194907000.000000,-38.100000,147.130000,8.000000,19.107600,19.001600,17.188077,14.284000,11.494000,9.239167,8.521200,9.557500,11.236250,13.221667,15.567500,17.345200
WAGGA AIRPORT/AUSTRALIA,50194910000.000000,-35.150000,147.450000,213.000000,24.136207,23.925862,20.629310,16.022414,12.006667,8.910000,7.870000,9.123333,11.535000,14.751667,18.863333,21.725000
CANBERRA AIRP/AUSTRALIA,50194926000.000000,-35.300000,149.180000,577.000000,21.084667,20.530690,17.828966,13.677241,9.956552,6.884138,5.902069,7.355517,10.176207,13.083103,16.308966,19.000345
MORUYA HEADS/AUSTRALIA,50194937000.000000,-35.900000,150.150000,17.000000,20.012000,20.383333,19.220833,16.968750,14.702083,12.306250,11.260870,12.170833,13.825000,15.577083,17.108000,18.766667
CAPE BRUNY/AUSTRALIA,50194967000.000000,-43.500000,147.150000,53.000000,15.420714,15.667143,14.620714,12.988571,11.446667,9.498889,9.047143,9.550714,10.441786,11.616786,12.848929,14.043571
LAUNCESTON AI/AUSTRALIA,50194968000.000000,-41.530000,147.200000,178.000000,16.951724,17.005172,15.107407,12.137500,9.498276,7.153571,6.676786,7.624074,9.187500,10.994643,13.087037,15.157143
HOBART AIRPOR/AUSTRALIA,50194975000.000000,-42.830000,147.480000,27.000000,17.385000,17.293333,15.795000,13.468333,11.220000,8.838333,8.450000,9.410000,10.911667,12.566667,14.315000,15.841667
LORD HOWE ISL/AUSTRALIA,50194995000.000000,-31.530000,159.070000,6.000000,22.846552,23.239655,22.257143,20.671667,19.016667,17.321667,16.368966,16.271667,17.344828,18.310345,19.686207,21.458621
MACQUARIE ISL/AUSTRALIA,50194998000.000000,-54.480000,158.950000,8.000000,7.193333,7.216667,6.450000,5.496667,4.326667,3.361667,3.320690,3.383333,3.596667,4.031667,4.750000,6.158333
FORREST (FORREST AMO/AUSTRALIA,50195646000.000000,-30.830000,128.120000,156.000000,24.455172,24.141071,21.924138,19.008929,15.606897,12.371429,11.612069,12.957143,15.903448,18.525000,21.160000,22.977586
ROTUMA/FIJI,50291650000.000000,-12.500000,177.050000,26.000000,28.056000,27.988966,27.980714,27.977143,27.711071,27.358889,26.934828,26.857500,27.045172,27.228929,27.721034,27.987000
NANDI/FIJI,50291680000.000000,-17.750000,177.450000,18.000000,26.868889,26.979310,26.820690,26.162857,24.844828,23.906667,23.222759,23.365517,24.053333,25.108966,26.125333,26.722759
PENANG/BAYAN/MALAYSIA,50548601000.000000,5.300000,100.270000,4.000000,27.321000,27.636552,27.781379,27.915172,27.869630,27.711724,27.249655,27.075714,26.787586,26.627500,26.756552,26.940000
KOTA BHARU/MALAYSIA,50548615000.000000,6.170000,102.280000,5.000000,25.924000,26.294000,27.074333,27.984333,28.044333,27.711333,27.271379,27.139000,26.869000,26.654643,26.125667,25.905667
KUALA LUMPUR//MALAYSIA,50548647000.000000,3.120000,101.550000,22.000000,27.037500,27.420833,27.816667,27.826957,28.161200,27.961200,27.549583,27.571739,27.282917,27.271739,26.941304,26.845652
KUANTAN/MALAYSIA,50548657000.000000,3.620000,103.220000,16.000000,25.385185,26.025926,26.788462,27.492857,27.742308,27.548148,27.188889,27.172000,26.955556,26.696000,26.062963,25.407407
MALACCA/MALAYSIA,50548665000.000000,2.270000,102.250000,9.000000,26.656667,27.353333,27.530000,27.620000,27.803333,27.570000,27.136667,27.066667,27.050000,27.053571,26.675862,26.424138
KUCHING/MALAYSIA,50596413000.000000,1.480000,110.330000,27.000000,25.548621,25.820333,26.200345,26.567000,26.930333,26.821034,26.590333,26.633667,26.251333,26.039310,25.888000,25.642222
KOTA KINABALU/MALAYSIA,50596471000.000000,5.930000,116.050000,3.000000,26.575000,26.792857,27.403571,28.044828,27.967857,27.696429,27.379310,27.539286,27.275000,27.084615,26.992308,26.850000
CHRISTCHURCH/NEW ZEALAND,50793780000.000000,-43.480000,172.520000,37.000000,17.207143,16.846429,14.906897,11.962069,9.000000,6.413793,5.803448,7.134483,9.382759,11.335714,13.633333,15.760714
INVERCARGILL/NEW ZEALAND,50793844000.000000,-46.700000,168.550000,4.000000,14.172414,13.981481,12.464286,10.375000,8.039286,5.965517,5.378571,6.637931,8.572414,9.896429,11.351724,12.859259
"RAOUL ISLAND,/NEW ZEALAND",50793994000.000000,-29.250000,-177.920000,49.000000,22.837500,23.526923,22.765217,21.296000,19.496154,17.828000,16.804000,16.588000,17.216667,18.072727,19.604167,21.487500
APARRI/PHILIPPINES,50998232000.000000,18.370000,121.630000,3.000000,23.557778,24.262857,25.821538,27.272083,27.993462,28.378077,28.240357,27.826071,27.551071,26.804643,25.680417,23.706190
DAGUPAN/PHILIPPINES,50998325000.000000,16.050000,120.330000,2.000000,25.385714,26.121429,27.385185,29.096429,28.969231,28.415385,27.692000,27.262500,27.404000,27.465385,26.984000,25.776000
LEGASPI/PHILIPPINES,50998444000.000000,13.130000,123.730000,17.000000,25.844444,26.113793,26.920833,28.092593,28.637500,28.634615,28.017857,28.033333,27.853846,27.488889,27.076000,26.344000
TACLOBAN/PHILIPPINES,50998550000.000000,11.250000,125.000000,3.000000,25.964815,26.233929,26.941071,27.907407,28.475926,28.271429,27.906667,28.137500,27.932143,27.666071,27.181481,26.441852
SURIGAO/PHILIPPINES,50998653000.000000,9.800000,125.500000,55.000000,26.288182,26.553333,27.207143,28.041500,28.747895,28.616500,28.451500,28.653158,28.584737,28.139524,27.280000,26.794211
ZAMBOANGA/PHILIPPINES,50998836000.000000,6.900000,122.070000,6.000000,27.264400,27.344400,27.758333,27.960870,28.003636,27.564800,27.316667,27.513478,27.562917,27.400417,27.537500,27.352174
FUNAFUTI/TUVALU,51891643000.000000,-8.520000,179.220000,2.000000,28.147000,28.127000,28.072000,28.397273,28.484706,28.297143,28.017895,28.096190,28.201250,28.324762,28.462222,28.384444
PAGO PAGO/INT/AMERICAN SAMOA (U.S.A.),52191765000.000000,-14.330000,-170.720000,3.000000,28.016333,28.113448,28.116897,27.906786,27.582414,27.085714,26.735714,26.740741,27.157143,27.368966,27.731034,27.903448
CHRISTMAS ISL/CHRISTMAS ISLAND (AUSTRALIA),52396995000.000000,-10.430000,105.680000,262.000000,25.869231,25.860714,26.246296,26.409259,26.394444,25.805556,24.950000,24.625000,24.690741,25.242000,25.561111,25.583333
COCOS ISLAND/COCOS ISLANDS (AUSTRALIA),52496996000.000000,-12.180000,96.820000,3.000000,27.330000,27.516667,27.686667,27.606667,27.303333,26.670000,26.170000,26.116667,26.106667,26.460000,26.780000,26.980000
WILLIS ISLAND/CORAL SEA ISLANDS (AUSTRALIA),52694299000.000000,-16.300000,149.980000,9.000000,28.248276,28.158621,27.746429,26.948276,25.879310,24.727586,24.025000,24.010714,24.957143,26.160714,27.242857,28.103571
"TRUK,/FEDERATED STATES OF MICRONESIA",52791334000.000000,7.470000,151.850000,2.000000,27.625926,27.634286,27.787857,27.955517,28.034828,27.841724,27.655517,27.637500,27.670370,27.785185,27.870370,27.811111
"PONAPE,/FEDERATED STATES OF MICRONESIA",52791348000.000000,6.970000,158.220000,46.000000,27.135000,27.277857,27.370714,27.391852,27.364815,27.269643,27.044643,27.090741,27.027778,27.050000,27.116667,27.164815
"YAP, CAROLINE/FEDERATED STATES OF MICRONESIA",52791413000.000000,9.480000,138.080000,17.000000,27.383214,27.412963,27.535185,28.012308,28.174815,27.858889,27.632963,27.591923,27.661154,27.784231,27.818148,27.651481
ATUONA/FRENCH POLYNESIA (FRANCE),52891925000.000000,-9.800000,-139.030000,52.000000,26.716000,26.959333,27.162667,27.013103,26.546000,25.972667,25.492667,25.413000,25.703000,26.021071,26.359667,26.696333
TAHITI-FAAA/FRENCH POLYNESIA (FRANCE),52891938000.000000,-17.550000,-149.620000,2.000000,27.636429,27.700714,27.948889,27.645517,26.786897,25.835172,25.311034,25.245517,25.714483,26.255556,26.875000,27.185714
TAKAROA/FRENCH POLYNESIA (FRANCE),52891943000.000000,-14.480000,-145.030000,3.000000,28.225333,28.338667,28.695172,28.558667,28.045333,27.397667,26.837667,26.607667,26.824333,27.252963,27.714333,28.004333
HEREHERETUE/FRENCH POLYNESIA (FRANCE),52891945000.000000,-19.870000,-145.000000,3.000000,27.071429,27.362069,27.567857,26.988462,25.851724,24.733333,24.170370,24.286207,24.160000,24.765385,25.625926,26.316000
"TOTEGEGIE, GAMBIER I/FRENCH POLYNESIA (FRANCE)",52891948000.000000,-23.100000,-134.900000,3.000000,25.306667,25.493333,25.553333,24.626667,23.131034,21.935714,21.182759,21.010345,21.210714,22.065385,23.103571,24.279310
TUBUAI/FRENCH POLYNESIA (FRANCE),52891954000.000000,-23.350000,-149.480000,3.000000,25.542000,26.042414,25.804643,24.670000,23.073448,21.559655,21.107931,20.884333,21.035517,21.929643,23.197667,24.277667
RAPA/FRENCH POLYNESIA (FRANCE),52891958000.000000,-27.620000,-144.330000,2.000000,23.617931,24.304000,23.807931,22.317667,20.741000,19.101000,18.421000,18.064333,18.155333,19.091429,20.548667,21.862000
KWAJALEIN/BUC/MARSHALL ISLANDS,53191366000.000000,8.730000,167.730000,8.000000,27.478621,27.582069,27.792414,27.909655,28.050690,27.943793,27.834643,27.944138,27.988571,28.026897,27.902759,27.674286
MAJURO/MARSHA/MARSHALL ISLANDS,53191376000.000000,7.080000,171.380000,3.000000,27.184483,27.374138,27.415517,27.455714,27.518966,27.443103,27.425862,27.546552,27.591429,27.590000,27.529286,27.250714
KOUMAC/NEW CALEDONIA (FRANCE),53291577000.000000,-20.570000,164.280000,18.000000,26.441481,26.634074,26.052593,24.748889,22.932800,21.454286,20.304615,20.408148,21.540800,22.956154,24.424444,25.741739
NOUMEA/NEW CALEDONIA (FRANCE),53291592000.000000,-22.270000,166.450000,72.000000,26.126667,26.293103,25.673333,24.366667,22.558621,21.163333,20.134483,20.050000,21.150000,22.566667,23.813333,25.251724
NORFOLK ISLAN/NORFOLK ISLAND (AUSTRALIA),53494996000.000000,-29.030000,167.930000,109.000000,22.229655,22.695172,22.084828,20.619310,19.003929,17.420714,16.467143,16.152857,16.922759,17.988276,19.257500,21.032500
"KOROR, PALAU/BELAU",53691408000.000000,7.330000,134.480000,33.000000,27.542857,27.521429,27.728571,28.088889,28.114286,27.717857,27.589655,27.746429,27.859259,27.974074,28.140741,27.900000
WAKE ISLAND A/WAKE ISLAND (U.S.A.),53991245000.000000,19.280000,166.650000,4.000000,24.980769,24.788462,25.155556,25.807407,26.715385,27.588462,27.903846,27.976923,27.984783,27.512500,26.675000,25.758333
HIHIFO/WALLIS AND FUTUNA (FRANCE),54091753000.000000,-13.230000,-176.170000,27.000000,27.728000,27.768000,27.650000,27.648148,27.465385,27.218519,26.796000,26.780000,27.050000,27.120833,27.436000,27.600000
ST. POELTEN/AUSTRIA,60311028000.000000,48.200000,15.620000,282.000000,-0.916000,0.228000,4.640000,9.268000,14.760000,17.529167,19.504167,19.395833,14.550000,9.554167,3.829167,0.112500
WIEN/HOHE WAR/AUSTRIA,60311035000.000000,48.250000,16.370000,209.000000,0.346667,1.633333,5.733333,10.733333,15.696667,18.763333,20.870000,20.200000,15.460000,10.276667,5.120000,1.130000
SONNBLICK/AUSTRIA,60311146000.000000,47.050000,12.950000,3109.000000,-11.553333,-12.390000,-10.676667,-7.616667,-2.806667,0.340000,2.850000,2.733333,-0.470000,-3.103333,-7.850000,-10.733333
SALZBURG-FLUG/AUSTRIA,60311150000.000000,47.800000,13.000000,450.000000,-1.063333,0.376667,4.530000,8.993333,14.040000,16.896667,18.940000,18.330000,14.080000,9.483333,3.766000,0.142667
KLAGENFURT-FL/AUSTRIA,60311231000.000000,46.650000,14.330000,476.000000,-3.511667,-0.977333,4.192667,9.292667,14.712667,18.012667,19.936000,19.046000,14.376000,9.212667,2.869333,-2.005333
GRAZ-THALERHO/AUSTRIA,60311240000.000000,47.000000,15.430000,347.000000,-2.306667,-0.265667,4.344333,9.454333,14.744333,17.931000,19.794333,18.931000,14.367667,9.257667,3.371000,-1.199000
MINSK/BELARUS,60526850000.000000,53.930000,27.630000,231.000000,-4.460000,-4.373333,0.010000,7.173333,13.263333,16.370000,18.503333,17.500000,12.066667,6.610000,0.653333,-3.396667
UCCLE/BELGIUM,60606447000.000000,50.800000,4.350000,104.000000,3.051786,3.300000,6.565517,9.787500,13.627586,16.398214,18.416667,18.156897,14.929310,11.355357,6.648214,3.539655
VARNA/BULGARIA,60815552000.000000,43.200000,27.920000,43.000000,2.400000,2.910714,5.937037,10.343333,15.793103,20.465517,22.827586,22.703571,18.483333,13.604000,8.229630,4.093103
SOFIA (OBSERV/BULGARIA,60815614000.000000,42.650000,23.380000,595.000000,-0.513793,1.044828,5.286207,10.455172,15.182143,18.907143,21.168966,20.906897,16.324138,10.941379,4.927586,0.675862
ZAGREB/GRIC/CROATIA,60914236000.000000,45.820000,15.980000,162.000000,1.448276,3.486207,7.962069,12.535714,17.272414,20.210345,22.307143,21.921429,17.135714,12.289286,7.025000,2.617857
SPLIT/MARJAN/CROATIA,60914445000.000000,43.520000,16.430000,128.000000,7.953333,8.043333,10.713333,14.380000,19.440000,23.382759,26.358621,26.000000,21.482759,17.233333,12.372414,9.058621
PRAHA/RUZYNE/CZECH REPUBLIC,61111518000.000000,50.100000,14.250000,365.000000,-1.400000,-0.360000,3.583333,8.460000,13.440000,16.126667,18.230000,17.860000,13.493333,8.503333,3.126667,-0.283333
PRAHA-LIBUS/CZECH REPUBLIC,61111520000.000000,50.020000,14.450000,304.000000,-0.257143,1.144828,4.855172,9.665517,14.692857,17.439286,19.610345,19.141379,14.631034,9.685714,4.166667,0.855172
BRNO/TURANY/CZECH REPUBLIC,61111723000.000000,49.150000,16.700000,246.000000,-1.380000,0.304000,4.514667,10.081333,15.074667,17.862667,20.042667,19.702667,14.949333,9.656000,4.106000,-0.187333
OSTRAVA/MOSNO/CZECH REPUBLIC,61111782000.000000,49.680000,18.120000,256.000000,-1.563333,-0.316667,3.566667,8.773333,13.933333,16.820000,18.896667,18.320000,13.793333,9.150000,3.900000,-0.323333
ALBORG/DENMARK,61206030000.000000,57.100000,9.870000,13.000000,0.076667,0.173333,2.086667,6.073333,10.600000,13.650000,16.083333,15.783333,12.173667,8.243667,4.067000,0.980333
TALLIN/ESTONIA,61326038000.000000,59.420000,24.800000,44.000000,-3.346667,-4.276667,-1.010000,4.513793,10.066667,14.130000,16.924138,16.006667,11.303333,6.533333,1.357143,-1.876667
SODANKYLA/FINLAND,61402836000.000000,67.370000,26.650000,179.000000,-13.513333,-12.680000,-7.506667,-1.276667,5.316667,11.596667,14.543333,11.656667,6.141379,0.126667,-7.066667,-11.743333
OULU/FINLAND,61402875000.000000,64.930000,25.370000,15.000000,-8.120833,-8.687500,-4.783333,1.441667,7.778261,13.583333,16.629167,14.268000,8.937500,3.133333,-2.848000,-6.752000
KAJAANI/FINLAND,61402897000.000000,64.280000,27.680000,136.000000,-10.863333,-10.520000,-5.386667,0.966667,7.746667,13.183333,16.100000,13.470000,8.248276,2.793333,-3.593333,-8.320000
JOENSUU/FINLAND,61402929000.000000,62.670000,29.630000,117.000000,-8.412500,-8.912500,-4.354167,1.754167,8.678261,14.126087,17.345833,14.545833,9.324000,3.470833,-2.784000,-7.016000
JYVASKYLA/FINLAND,61402935000.000000,62.400000,25.680000,145.000000,-8.323333,-8.546667,-3.853333,2.156667,8.943333,13.666667,16.480000,14.076667,8.713793,3.590000,-1.950000,-6.163333
LAPPEENRANTA/FINLAND,61402958000.000000,61.050000,28.200000,115.000000,-6.268182,-6.809091,-2.963636,3.440909,10.123810,14.623810,17.968182,15.204545,10.241667,4.282609,-1.452174,-4.975000
JOKIOINEN/FINLAND,61402963000.000000,60.820000,23.500000,103.000000,-5.610000,-6.296667,-2.433333,3.533333,9.823333,13.966667,16.710000,14.976667,9.920000,4.946667,-0.213333,-3.886667
TURKU/FINLAND,61402972000.000000,60.520000,22.270000,59.000000,-4.383333,-5.150000,-1.546667,4.016667,10.156667,14.476667,17.486667,15.963333,10.920000,5.870000,0.786667,-2.626667
HELSINKI/SEUTULA/FINLAND,61402974000.000000,60.300000,25.000000,58.000000,-5.003333,-5.700000,-1.890000,4.055172,10.426667,14.626667,17.646667,15.751724,10.703333,5.626667,0.423333,-3.153333
BREST/FRANCE,61507110000.000000,48.450000,-4.420000,103.000000,6.650000,6.446667,8.060000,9.263333,12.196667,14.603333,16.510000,16.543333,14.886667,12.280000,9.196667,7.130000
STRASBOURG/FRANCE,61507190000.000000,48.550000,7.630000,154.000000,1.746667,2.713333,6.730000,10.410000,14.946667,18.033333,20.043333,19.520000,15.463333,10.843333,5.610667,2.697333
NANTES/FRANCE,61507222000.000000,47.170000,-1.600000,27.000000,5.926667,6.216667,8.746667,10.872414,14.400000,17.506667,19.446667,19.396667,16.703333,13.180000,8.863333,6.226667
BOURGES/FRANCE,61507255000.000000,47.070000,2.370000,166.000000,3.886207,4.546667,7.746667,10.323333,14.323333,17.736667,20.173333,19.776667,16.216667,12.300000,7.156667,4.440000
DIJON/FRANCE,61507280000.000000,47.270000,5.080000,227.000000,1.951333,3.114667,6.888000,10.014667,14.258000,17.724667,20.321333,19.827333,15.824000,11.299667,5.836333,2.886333
LIMOGES/FRANCE,61507434000.000000,45.870000,1.180000,402.000000,3.941379,4.671429,7.241379,9.626667,13.480000,16.796667,19.073333,18.866667,15.663333,12.037931,7.056667,4.593103
BORDEAUX/MERI/FRANCE,61507510000.000000,44.830000,-0.700000,61.000000,6.309167,7.046667,9.870435,12.159167,15.738333,19.147600,21.043600,20.927600,18.020000,14.450870,9.337826,6.855217
TOULOUSE/BLAG/FRANCE,61507630000.000000,43.630000,1.370000,153.000000,5.723333,6.813333,9.536667,11.876667,15.806667,19.606667,22.176667,22.016667,18.750000,14.643333,9.306667,6.323333
MARSEILLE/MARIGNANE/FRANCE,61507650000.000000,43.300000,5.400000,8.000000,7.041333,7.971333,10.961333,13.887586,18.108000,21.968000,24.874667,24.381333,20.511333,16.553333,11.056667,7.843333
NICE/FRANCE,61507690000.000000,43.650000,7.200000,10.000000,8.633333,9.273333,11.416667,13.570000,17.446667,20.930000,23.860000,24.086667,20.813333,17.070000,12.416667,9.366667
PERPIGNAN/FRANCE,61507747000.000000,42.730000,2.870000,48.000000,8.293333,8.920000,11.533333,13.696667,17.266667,21.456667,24.286667,23.980000,20.506667,16.603333,11.893333,8.963333
AJACCIO/FRANCE,61507761000.000000,41.920000,8.800000,9.000000,8.610000,8.763333,10.520690,12.906667,16.756667,20.323333,23.096667,23.306897,20.413333,17.123333,12.740000,9.703333
SCHLESWIG-JAG/GERMANY,61710035000.000000,54.470000,9.520000,25.000000,1.266667,1.189286,3.670000,7.376667,11.644828,14.543333,16.946667,16.696667,13.366667,9.383333,5.034483,1.973333
HAMBURG-FUHLS/GERMANY,61710147000.000000,53.630000,10.000000,15.000000,1.296667,1.656667,4.386667,8.353333,12.673333,15.330000,17.800000,17.373333,13.733333,9.500000,5.130000,1.946667
ROSTOCK-WARNE/GERMANY,61710170000.000000,54.180000,12.080000,10.000000,1.469333,1.719333,4.109333,7.792667,12.212667,15.449333,18.049333,17.866000,14.499333,10.179333,5.586000,2.336000
GREIFSWALD/GERMANY,61710184000.000000,54.100000,13.400000,6.000000,0.686667,1.124138,3.686667,7.583333,12.196667,15.330000,17.836667,17.482759,13.872414,9.410000,4.720000,1.441379
HANNOVER/GERMANY,61710338000.000000,52.470000,9.680000,59.000000,1.643333,1.923333,4.983333,8.950000,13.383333,15.993333,18.370000,17.890000,14.146667,9.920000,5.530000,2.316667
POTSDAM/GERMANY,61710379000.000000,52.380000,13.070000,100.000000,0.223333,1.006667,4.446667,9.170000,14.020000,16.593333,18.913333,18.317241,14.143333,9.258621,4.306897,0.973333
BERLIN-TEMPEL/GERMANY,61710384000.000000,52.470000,13.400000,49.000000,0.750000,1.558621,4.875862,9.503448,14.620690,17.330000,19.810000,19.200000,14.863333,9.913793,4.903448,1.550000
LINDENBERG/GERMANY,61710393000.000000,52.220000,14.120000,104.000000,-0.140000,0.793333,4.216667,9.040000,14.073333,16.626667,19.040000,18.490000,14.240000,9.426667,4.153333,0.683333
ESSEN/GERMANY,61710410000.000000,51.400000,6.970000,161.000000,2.444828,2.775862,6.068966,9.544828,13.565517,16.075862,18.407143,17.913793,14.634483,10.527586,6.317241,3.180000
LEIPZIG-SCHKE/GERMANY,61710469000.000000,51.420000,12.230000,149.000000,0.493333,1.075000,4.680000,8.936667,13.776667,16.572414,19.016667,18.610000,14.489655,9.686207,4.662069,1.248276
DRESDEN-KLOTZ/GERMANY,61710488000.000000,51.130000,13.750000,232.000000,-0.023448,0.880000,4.346667,8.863333,13.790000,16.572414,18.827586,18.440667,14.266897,9.634000,4.330667,0.928966
ERFURT-BINDER/GERMANY,61710554000.000000,50.980000,10.970000,322.000000,-0.326667,0.279310,3.896667,8.063333,12.720000,15.517241,17.836667,17.600000,13.593103,9.013333,4.003333,0.482759
FICHTELBERG/GERMANY,61710578000.000000,50.430000,12.950000,1215.000000,-4.286667,-4.293103,-1.846667,2.353333,7.280000,9.870000,12.210000,12.100000,8.203333,4.236667,-0.496552,-3.303333
NUERNBERG/GERMANY,61710763000.000000,49.500000,11.050000,318.000000,-0.151333,0.678667,4.528667,8.832000,13.835333,16.772000,18.905333,18.236000,13.836000,9.139333,4.034000,0.857333
ZUGSPITZE/GERMANY,61710961000.000000,47.420000,10.980000,2962.000000,-10.425333,-11.238667,-9.791333,-7.024667,-2.234667,0.565333,3.035333,3.098621,0.295172,-2.128000,-7.154667,-9.638000
THESSALONIKI/GREECE,61816622000.000000,40.520000,22.970000,4.000000,5.823333,6.886667,10.006667,14.503333,20.013333,24.993333,27.203333,26.766667,22.226667,16.820000,11.183333,7.076667
KERKYRA (AIRP/GREECE,61816641000.000000,39.620000,19.920000,4.000000,9.661429,9.946923,11.975714,15.232857,20.291111,24.598519,26.994815,26.898519,22.713333,18.831852,14.376296,11.072593
LARISSA/GREECE,61816648000.000000,39.630000,22.420000,74.000000,5.326667,6.496667,9.733333,14.200000,20.020000,25.713333,27.510000,26.566667,21.983333,16.543333,10.500000,6.286667
ATHINAI/OBSER/GREECE,61816714000.000000,37.970000,23.720000,107.000000,9.744444,9.728214,12.066667,15.903333,20.906667,25.796667,28.214286,28.089655,23.893103,19.216667,14.537931,11.293103
ATHINAI (AIRP/GREECE,61816716000.000000,37.900000,23.730000,15.000000,10.136667,10.217241,12.320000,16.056667,20.873333,25.823333,28.603333,28.448276,24.463333,19.740000,15.013333,11.696667
KALAMATA/GREECE,61816726000.000000,37.070000,22.020000,8.000000,9.880000,9.990000,11.863333,15.073333,19.753333,24.383333,26.676667,26.373333,22.916667,18.740000,14.176667,11.053333
SOUDA (AIRPOR/GREECE,61816746000.000000,35.480000,24.120000,151.000000,11.010000,10.823462,12.470345,15.825926,20.125517,24.656667,26.710000,26.452222,23.386071,20.109310,15.614643,12.466786
HERAKLION (AI/GREECE,61816754000.000000,35.330000,25.180000,39.000000,12.103333,11.876667,13.486667,16.573333,20.303333,24.483333,26.480000,26.426667,23.896667,20.463333,16.533333,13.646667
BUDAPEST/LORI/HUNGARY,61912843000.000000,47.430000,19.180000,139.000000,-0.433333,1.390000,5.993333,11.760000,16.773333,19.776667,22.000000,21.443333,16.556667,11.123333,5.066667,0.526667
DEBRECEN/HUNGARY,61912882000.000000,47.480000,21.630000,112.000000,-1.546000,0.034000,5.157333,11.067333,16.390667,19.204333,21.197667,20.635667,15.809000,10.462333,4.482333,-0.217667
PECS/HUNGARY,61912942000.000000,46.000000,18.230000,203.000000,-0.173333,1.536667,6.020000,11.206667,16.286667,19.253333,21.493103,21.200000,16.633333,11.510000,5.333333,0.896667
SZEGED/HUNGARY,61912982000.000000,46.250000,20.100000,83.000000,-0.723333,0.890000,5.843333,11.513333,16.860000,19.733333,21.753333,21.310000,16.536667,11.226667,5.126667,0.593333
KEFLAVIKURFLU/ICELAND,62004018000.000000,63.970000,-22.600000,54.000000,0.585714,0.542308,0.789286,3.182143,6.389286,9.275000,10.878571,10.629630,8.121429,4.627586,2.300000,1.070370
REYKJAVIK/ICELAND,62004030000.000000,64.130000,-21.900000,53.000000,0.053333,0.072414,0.573333,3.036667,6.546667,9.463333,11.173333,10.713333,8.010000,4.370000,1.850000,0.566667
AKUREYRI/ICELAND,62004063000.000000,65.680000,-18.080000,27.000000,-1.213333,-1.303333,-0.566667,1.966667,5.880000,9.400000,11.080000,10.646667,7.296667,2.990000,0.326667,-0.826667
HOFN I HORNAFIRDI/HO/ICELAND,62004082000.000000,64.300000,-15.200000,2.000000,0.326667,0.365517,0.973333,3.243333,6.310000,8.873333,10.550000,10.313793,7.886667,4.583333,2.030000,0.596667
VALENTIA OBSE/IRELAND,62103953000.000000,51.930000,-10.250000,14.000000,7.070000,6.933333,7.886667,8.950000,11.173333,13.277586,14.973333,14.970690,13.587931,11.273333,9.023333,7.610000
CORK AIRPORT/IRELAND,62103955000.000000,51.850000,-8.480000,162.000000,5.386000,5.376333,6.566333,7.916333,10.439667,13.016333,14.786333,14.675862,12.876333,10.099667,7.469667,5.879667
ROSSLARE/IRELAND,62103957000.000000,52.250000,-6.330000,25.000000,6.751852,6.418519,7.544444,8.759259,11.107407,13.622222,15.511111,15.670370,14.073077,11.503846,8.900000,7.384000
SHANNON AIRPO/IRELAND,62103962000.000000,52.700000,-8.920000,20.000000,5.690667,5.860667,7.360667,8.993000,11.561724,14.106333,15.837586,15.606552,13.719667,10.753000,7.916333,6.203103
DUBLIN AIRPOR/IRELAND,62103969000.000000,53.430000,-6.250000,85.000000,4.900000,4.882143,6.282143,7.717241,10.375000,13.025000,15.003704,14.677778,12.825000,9.885185,6.933333,5.266667
BELMULLET/IRELAND,62103976000.000000,54.230000,-10.000000,10.000000,5.845517,5.928276,7.093793,8.456667,10.630000,12.700000,14.306667,14.406667,12.935172,10.520000,8.033333,6.421379
MALIN HEAD/IRELAND,62103980000.000000,55.370000,-7.330000,25.000000,5.940000,5.820000,6.846667,8.206667,10.330000,12.506667,14.300000,14.500000,13.156667,10.740000,8.280000,6.460000
LOD AIRPORT/ISRAEL,62240180000.000000,32.000000,34.900000,49.000000,12.866400,13.435652,15.380000,19.146667,22.111304,25.000833,26.960800,27.460800,26.100800,23.384800,18.766154,14.731538
EILAT/ISRAEL,62240199000.000000,29.550000,34.950000,13.000000,15.570000,16.880000,20.210000,24.663333,28.733333,31.913333,33.433333,33.486667,31.156667,27.383333,21.690000,17.066667
UDINE/CAMPOFORMIDO/ITALY,62316045000.000000,46.000000,13.100000,92.000000,2.845000,4.195238,8.490476,12.115000,17.538095,20.536842,23.304762,23.265000,18.555000,13.909524,8.200000,4.260000
VERONA/VILLAF/ITALY,62316090000.000000,45.380000,10.870000,68.000000,2.557083,4.409600,9.173600,12.836250,18.461600,22.193600,24.833600,24.509600,19.757083,14.125000,7.990800,3.746800
TRIESTE/ITALY,62316110000.000000,45.650000,13.750000,20.000000,5.768966,6.165517,9.417241,13.489286,18.372414,21.930000,24.642857,24.386667,20.210345,15.789655,10.789655,7.037931
