,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
"TOTEGEGIE, GAMBIER I/FRENCH POLYNESIA (FRANCE)",52891948000.000000,-23.100000,-134.900000,3.000000,25.306667,25.493333,25.553333,24.626667,23.131034,21.935714,21.182759,21.010345,21.210714,22.065385,23.103571,24.279310
TUBUAI/FRENCH POLYNESIA (FRANCE),52891954000.000000,-23.350000,-149.480000,3.000000,25.542000,26.042414,25.804643,24.670000,23.073448,21.559655,21.107931,20.884333,21.035517,21.929643,23.197667,24.277667
RAPA/FRENCH POLYNESIA (FRANCE),52891958000.000000,-27.620000,-144.330000,2.000000,23.617931,24.304000,23.807931,22.317667,20.741000,19.101000,18.421000,18.064333,18.155333,19.091429,20.548667,21.862000
KWAJALEIN/BUC/MARSHALL ISLANDS,53191366000.000000,8.730000,167.730000,8.000000,27.478621,27.582069,27.792414,27.909655,28.050690,27.943793,27.834643,27.944138,27.988571,28.026897,27.902759,27.674286
MAJURO/MARSHA/MARSHALL ISLANDS,53191376000.000000,7.080000,171.380000,3.000000,27.184483,27.374138,27.415517,27.455714,27.518966,27.443103,27.425862,27.546552,27.591429,27.590000,27.529286,27.250714
KOUMAC/NEW CALEDONIA (FRANCE),53291577000.000000,-20.570000,164.280000,18.000000,26.441481,26.634074,26.052593,24.748889,22.932800,21.454286,20.304615,20.408148,21.540800,22.956154,24.424444,25.741739
NOUMEA/NEW CALEDONIA (FRANCE),53291592000.000000,-22.270000,166.450000,72.000000,26.126667,26.293103,25.673333,24.366667,22.558621,21.163333,20.134483,20.050000,21.150000,22.566667,23.813333,25.251724
NORFOLK ISLAN/NORFOLK ISLAND (AUSTRALIA),53494996000.000000,-29.030000,167.930000,109.000000,22.229655,22.695172,22.084828,20.619310,19.003929,17.420714,16.467143,16.152857,16.922759,17.988276,19.257500,21.032500
"KOROR, PALAU/BELAU",53691408000.000000,7.330000,134.480000,33.000000,27.542857,27.521429,27.728571,28.088889,28.114286,27.717857,27.589655,27.746429,27.859259,27.974074,28.140741,27.900000
WAKE ISLAND A/WAKE ISLAND (U.S.A.),53991245000.000000,19.280000,166.650000,4.000000,24.980769,24.788462,25.155556,25.807407,26.715385,27.588462,27.903846,27.976923,27.984783,27.512500,26.675000,25.758333
HIHIFO/WALLIS AND FUTUNA (FRANCE),54091753000.000000,-13.230000,-176.170000,27.000000,27.728000,27.768000,27.650000,27.648148,27.465385,27.218519,26.796000,26.780000,27.050000,27.120833,27.436000,27.600000
YEREVAN/ARMENIA,60237789000.000000,40.130000,44.470000,907.000000,-3.217857,-0.155172,6.020000,12.537037,16.803571,21.903448,25.496552,25.282143,20.889655,13.973333,6.490000,0.079310
ST. POELTEN/AUSTRIA,60311028000.000000,48.200000,15.620000,282.000000,-0.916000,0.228000,4.640000,9.268000,14.760000,17.529167,19.504167,19.395833,14.550000,9.554167,3.829167,0.112500
WIEN/HOHE WAR/AUSTRIA,60311035000.000000,48.250000,16.370000,209.000000,0.346667,1.633333,5.733333,10.733333,15.696667,18.763333,20.870000,20.200000,15.460000,10.276667,5.120000,1.130000
INNSBRUCK-FLUGHAFEN/AUSTRIA,60311120000.000000,47.270000,11.350000,593.000000,-1.766667,0.140000,4.820000,9.040000,13.996667,16.740000,18.623333,17.926667,14.053333,9.526667,3.360000,-0.766667
SONNBLICK/AUSTRIA,60311146000.000000,47.050000,12.950000,3109.000000,-11.553333,-12.390000,-10.676667,-7.616667,-2.806667,0.340000,2.850000,2.733333,-0.470000,-3.103333,-7.850000,-10.733333
SALZBURG-FLUG/AUSTRIA,60311150000.000000,47.800000,13.000000,450.000000,-1.063333,0.376667,4.530000,8.993333,14.040000,16.896667,18.940000,18.330000,14.080000,9.483333,3.766000,0.142667
KLAGENFURT-FL/AUSTRIA,60311231000.000000,46.650000,14.330000,476.000000,-3.511667,-0.977333,4.192667,9.292667,14.712667,18.012667,19.936000,19.046000,14.376000,9.212667,2.869333,-2.005333
GRAZ-THALERHO/AUSTRIA,60311240000.000000,47.000000,15.430000,347.000000,-2.306667,-0.265667,4.344333,9.454333,14.744333,17.931000,19.794333,18.931000,14.367667,9.257667,3.371000,-1.199000
MINSK/BELARUS,60526850000.000000,53.930000,27.630000,231.000000,-4.460000,-4.373333,0.010000,7.173333,13.263333,16.370000,18.503333,17.500000,12.066667,6.610000,0.653333,-3.396667
BREST/BELARUS,60533008000.000000,52.120000,23.680000,146.000000,-2.741379,-1.875862,2.224138,8.627586,14.456667,17.126667,19.306667,18.450000,13.346667,8.286667,2.730000,-1.343333
VASILEVICI/BELARUS,60533038000.000000,52.250000,29.830000,142.000000,-4.400000,-4.242857,0.700000,8.041379,14.234483,17.214286,18.889655,17.824138,12.575862,7.089655,1.034483,-2.965517
UCCLE/BELGIUM,60606447000.000000,50.800000,4.350000,104.000000,3.051786,3.300000,6.565517,9.787500,13.627586,16.398214,18.416667,18.156897,14.929310,11.355357,6.648214,3.539655
SARAJEVO/BOSNIA AND HERZEGOVINA,60714654000.000000,43.900000,18.400000,637.000000,-0.190000,1.243333,5.393333,9.706667,14.810714,17.900000,19.686207,19.682759,15.158621,10.856667,5.313333,0.940000
VARNA/BULGARIA,60815552000.000000,43.200000,27.920000,43.000000,2.400000,2.910714,5.937037,10.343333,15.793103,20.465517,22.827586,22.703571,18.483333,13.604000,8.229630,4.093103
SOFIA (OBSERV/BULGARIA,60815614000.000000,42.650000,23.380000,595.000000,-0.513793,1.044828,5.286207,10.455172,15.182143,18.907143,21.168966,20.906897,16.324138,10.941379,4.927586,0.675862
ZAGREB/GRIC/CROATIA,60914236000.000000,45.820000,15.980000,162.000000,1.448276,3.486207,7.962069,12.535714,17.272414,20.210345,22.307143,21.921429,17.135714,12.289286,7.025000,2.617857
SPLIT/MARJAN/CROATIA,60914445000.000000,43.520000,16.430000,128.000000,7.953333,8.043333,10.713333,14.380000,19.440000,23.382759,26.358621,26.000000,21.482759,17.233333,12.372414,9.058621
PRAHA/RUZYNE/CZECH REPUBLIC,61111518000.000000,50.100000,14.250000,365.000000,-1.400000,-0.360000,3.583333,8.460000,13.440000,16.126667,18.230000,17.860000,13.493333,8.503333,3.126667,-0.283333
PRAHA-LIBUS/CZECH REPUBLIC,61111520000.000000,50.020000,14.450000,304.000000,-0.257143,1.144828,4.855172,9.665517,14.692857,17.439286,19.610345,19.141379,14.631034,9.685714,4.166667,0.855172
BRNO/TURANY/CZECH REPUBLIC,61111723000.000000,49.150000,16.700000,246.000000,-1.380000,0.304000,4.514667,10.081333,15.074667,17.862667,20.042667,19.702667,14.949333,9.656000,4.106000,-0.187333
OSTRAVA/MOSNO/CZECH REPUBLIC,61111782000.000000,49.680000,18.120000,256.000000,-1.563333,-0.316667,3.566667,8.773333,13.933333,16.820000,18.896667,18.320000,13.793333,9.150000,3.900000,-0.323333
ALBORG/DENMARK,61206030000.000000,57.100000,9.870000,13.000000,0.076667,0.173333,2.086667,6.073333,10.600000,13.650000,16.083333,15.783333,12.173667,8.243667,4.067000,0.980333
KOBENHAVN//DENMARK,61206186000.000000,55.680000,12.550000,9.000000,1.643333,1.606667,3.663333,7.930000,12.710000,15.860000,18.333333,17.953333,14.180000,10.016667,5.763333,2.746667
RONNE/DENMARK,61206190000.000000,55.070000,14.750000,16.000000,1.313333,0.856667,2.303333,5.973333,10.743333,14.366667,17.323333,17.375862,13.886667,9.936667,5.710000,2.690000
TALLIN/ESTONIA,61326038000.000000,59.420000,24.800000,44.000000,-3.346667,-4.276667,-1.010000,4.513793,10.066667,14.130000,16.924138,16.006667,11.303333,6.533333,1.357143,-1.876667
SODANKYLA/FINLAND,61402836000.000000,67.370000,26.650000,179.000000,-13.513333,-12.680000,-7.506667,-1.276667,5.316667,11.596667,14.543333,11.656667,6.141379,0.126667,-7.066667,-11.743333
KUUSAMO/FINLAND,61402869000.000000,65.970000,29.180000,263.000000,-11.525000,-11.545833,-7.291667,-1.208333,5.204348,11.695652,14.791667,11.928000,6.554167,0.504167,-5.988000,-9.956000
OULU/FINLAND,61402875000.000000,64.930000,25.370000,15.000000,-8.120833,-8.687500,-4.783333,1.441667,7.778261,13.583333,16.629167,14.268000,8.937500,3.133333,-2.848000,-6.752000
KAJAANI/FINLAND,61402897000.000000,64.280000,27.680000,136.000000,-10.863333,-10.520000,-5.386667,0.966667,7.746667,13.183333,16.100000,13.470000,8.248276,2.793333,-3.593333,-8.320000
JOENSUU/FINLAND,61402929000.000000,62.670000,29.630000,117.000000,-8.412500,-8.912500,-4.354167,1.754167,8.678261,14.126087,17.345833,14.545833,9.324000,3.470833,-2.784000,-7.016000
JYVASKYLA/FINLAND,61402935000.000000,62.400000,25.680000,145.000000,-8.323333,-8.546667,-3.853333,2.156667,8.943333,13.666667,16.480000,14.076667,8.713793,3.590000,-1.950000,-6.163333
LAPPEENRANTA/FINLAND,61402958000.000000,61.050000,28.200000,115.000000,-6.268182,-6.809091,-2.963636,3.440909,10.123810,14.623810,17.968182,15.204545,10.241667,4.282609,-1.452174,-4.975000
JOKIOINEN/FINLAND,61402963000.000000,60.820000,23.500000,103.000000,-5.610000,-6.296667,-2.433333,3.533333,9.823333,13.966667,16.710000,14.976667,9.920000,4.946667,-0.213333,-3.886667
TURKU/FINLAND,61402972000.000000,60.520000,22.270000,59.000000,-4.383333,-5.150000,-1.546667,4.016667,10.156667,14.476667,17.486667,15.963333,10.920000,5.870000,0.786667,-2.626667
HELSINKI/SEUTULA/FINLAND,61402974000.000000,60.300000,25.000000,58.000000,-5.003333,-5.700000,-1.890000,4.055172,10.426667,14.626667,17.646667,15.751724,10.703333,5.626667,0.423333,-3.153333
BREST/FRANCE,61507110000.000000,48.450000,-4.420000,103.000000,6.650000,6.446667,8.060000,9.263333,12.196667,14.603333,16.510000,16.543333,14.886667,12.280000,9.196667,7.130000
STRASBOURG/FRANCE,61507190000.000000,48.550000,7.630000,154.000000,1.746667,2.713333,6.730000,10.410000,14.946667,18.033333,20.043333,19.520000,15.463333,10.843333,5.610667,2.697333
NANTES/FRANCE,61507222000.000000,47.170000,-1.600000,27.000000,5.926667,6.216667,8.746667,10.872414,14.400000,17.506667,19.446667,19.396667,16.703333,13.180000,8.863333,6.226667
BOURGES/FRANCE,61507255000.000000,47.070000,2.370000,166.000000,3.886207,4.546667,7.746667,10.323333,14.323333,17.736667,20.173333,19.776667,16.216667,12.300000,7.156667,4.440000
DIJON/FRANCE,61507280000.000000,47.270000,5.080000,227.000000,1.951333,3.114667,6.888000,10.014667,14.258000,17.724667,20.321333,19.827333,15.824000,11.299667,5.836333,2.886333
LIMOGES/FRANCE,61507434000.000000,45.870000,1.180000,402.000000,3.941379,4.671429,7.241379,9.626667,13.480000,16.796667,19.073333,18.866667,15.663333,12.037931,7.056667,4.593103
BORDEAUX/MERI/FRANCE,61507510000.000000,44.830000,-0.700000,61.000000,6.309167,7.046667,9.870435,12.159167,15.738333,19.147600,21.043600,20.927600,18.020000,14.450870,9.337826,6.855217
TOULOUSE/BLAG/FRANCE,61507630000.000000,43.630000,1.370000,153.000000,5.723333,6.813333,9.536667,11.876667,15.806667,19.606667,22.176667,22.016667,18.750000,14.643333,9.306667,6.323333
MARSEILLE/MARIGNANE/FRANCE,61507650000.000000,43.300000,5.400000,8.000000,7.041333,7.971333,10.961333,13.887586,18.108000,21.968000,24.874667,24.381333,20.511333,16.553333,11.056667,7.843333
NICE/FRANCE,61507690000.000000,43.650000,7.200000,10.000000,8.633333,9.273333,11.416667,13.570000,17.446667,20.930000,23.860000,24.086667,20.813333,17.070000,12.416667,9.366667
PERPIGNAN/FRANCE,61507747000.000000,42.730000,2.870000,48.000000,8.293333,8.920000,11.533333,13.696667,17.266667,21.456667,24.286667,23.980000,20.506667,16.603333,11.893333,8.963333
AJACCIO/FRANCE,61507761000.000000,41.920000,8.800000,9.000000,8.610000,8.763333,10.520690,12.906667,16.756667,20.323333,23.096667,23.306897,20.413333,17.123333,12.740000,9.703333
SCHLESWIG-JAG/GERMANY,61710035000.000000,54.470000,9.520000,25.000000,1.266667,1.189286,3.670000,7.376667,11.644828,14.543333,16.946667,16.696667,13.366667,9.383333,5.034483,1.973333
HAMBURG-FUHLS/GERMANY,61710147000.000000,53.630000,10.000000,15.000000,1.296667,1.656667,4.386667,8.353333,12.673333,15.330000,17.800000,17.373333,13.733333,9.500000,5.130000,1.946667
ROSTOCK-WARNE/GERMANY,61710170000.000000,54.180000,12.080000,10.000000,1.469333,1.719333,4.109333,7.792667,12.212667,15.449333,18.049333,17.866000,14.499333,10.179333,5.586000,2.336000
GREIFSWALD/GERMANY,61710184000.000000,54.100000,13.400000,6.000000,0.686667,1.124138,3.686667,7.583333,12.196667,15.330000,17.836667,17.482759,13.872414,9.410000,4.720000,1.441379
HANNOVER/GERMANY,61710338000.000000,52.470000,9.680000,59.000000,1.643333,1.923333,4.983333,8.950000,13.383333,15.993333,18.370000,17.890000,14.146667,9.920000,5.530000,2.316667
POTSDAM/GERMANY,61710379000.000000,52.380000,13.070000,100.000000,0.223333,1.006667,4.446667,9.170000,14.020000,16.593333,18.913333,18.317241,14.143333,9.258621,4.306897,0.973333
BERLIN-DAHLEM/GERMANY,61710381000.000000,52.470000,13.300000,58.000000,0.803571,1.372414,4.789655,9.468966,14.241379,16.837931,19.058621,18.171429,14.107143,9.389286,4.585714,1.400000
BERLIN-TEMPEL/GERMANY,61710384000.000000,52.470000,13.400000,49.000000,0.750000,1.558621,4.875862,9.503448,14.620690,17.330000,19.810000,19.200000,14.863333,9.913793,4.903448,1.550000
LINDENBERG/GERMANY,61710393000.000000,52.220000,14.120000,104.000000,-0.140000,0.793333,4.216667,9.040000,14.073333,16.626667,19.040000,18.490000,14.240000,9.426667,4.153333,0.683333
ESSEN/GERMANY,61710410000.000000,51.400000,6.970000,161.000000,2.444828,2.775862,6.068966,9.544828,13.565517,16.075862,18.407143,17.913793,14.634483,10.527586,6.317241,3.180000
LEIPZIG-SCHKE/GERMANY,61710469000.000000,51.420000,12.230000,149.000000,0.493333,1.075000,4.680000,8.936667,13.776667,16.572414,19.016667,18.610000,14.489655,9.686207,4.662069,1.248276
DRESDEN-KLOTZ/GERMANY,61710488000.000000,51.130000,13.750000,232.000000,-0.023448,0.880000,4.346667,8.863333,13.790000,16.572414,18.827586,18.440667,14.266897,9.634000,4.330667,0.928966
GOERLITZ/GERMANY,61710499000.000000,51.170000,14.950000,238.000000,-0.610000,0.260000,3.863333,8.590000,13.493333,16.183333,18.355172,17.990000,13.733333,9.250000,3.851724,0.370000
MEININGEN/GERMANY,61710548000.000000,50.570000,10.380000,453.000000,-1.374074,-0.476923,3.203571,7.396154,12.011538,14.877778,16.989286,16.685714,12.753571,7.965517,3.003571,-0.514815
ERFURT-BINDER/GERMANY,61710554000.000000,50.980000,10.970000,322.000000,-0.326667,0.279310,3.896667,8.063333,12.720000,15.517241,17.836667,17.600000,13.593103,9.013333,4.003333,0.482759
FICHTELBERG/GERMANY,61710578000.000000,50.430000,12.950000,1215.000000,-4.286667,-4.293103,-1.846667,2.353333,7.280000,9.870000,12.210000,12.100000,8.203333,4.236667,-0.496552,-3.303333
TRIER-PETRISB/GERMANY,61710609000.000000,49.750000,6.670000,273.000000,1.416667,2.210000,5.826667,9.276667,13.566667,16.446667,18.653333,18.096552,14.243333,10.096667,5.268966,2.360000
GEISENHEIM/GERMANY,61710628000.000000,49.980000,7.950000,120.000000,1.832143,2.539286,6.453571,10.135714,14.429630,17.488889,19.682143,19.110714,15.025000,10.392857,5.739286,2.817857
FRANKFURT//GERMANY,61710637000.000000,50.050000,8.600000,113.000000,1.748929,2.338214,6.477500,10.526552,14.809310,17.949286,20.102759,19.571724,15.361379,10.444138,5.754483,2.682069
NUERNBERG/GERMANY,61710763000.000000,49.500000,11.050000,318.000000,-0.151333,0.678667,4.528667,8.832000,13.835333,16.772000,18.905333,18.236000,13.836000,9.139333,4.034000,0.857333
KONSTANZ/GERMANY,61710929000.000000,47.680000,9.180000,447.000000,0.580000,1.520000,5.496667,9.426667,14.146667,17.306667,19.456667,18.856667,14.810345,10.093333,4.646667,1.693333
ZUGSPITZE/GERMANY,61710961000.000000,47.420000,10.980000,2962.000000,-10.425333,-11.238667,-9.791333,-7.024667,-2.234667,0.565333,3.035333,3.098621,0.295172,-2.128000,-7.154667,-9.638000
HOHENPEISSENB/GERMANY,61710962000.000000,47.800000,11.020000,986.000000,-0.823333,-0.630000,2.436667,6.073333,10.840000,13.690000,15.953333,15.700000,11.956667,8.220000,2.970000,0.113333
THESSALONIKI/GREECE,61816622000.000000,40.520000,22.970000,4.000000,5.823333,6.886667,10.006667,14.503333,20.013333,24.993333,27.203333,26.766667,22.226667,16.820000,11.183333,7.076667
KERKYRA (AIRP/GREECE,61816641000.000000,39.620000,19.920000,4.000000,9.661429,9.946923,11.975714,15.232857,20.291111,24.598519,26.994815,26.898519,22.713333,18.831852,14.376296,11.072593
LARISSA/GREECE,61816648000.000000,39.630000,22.420000,74.000000,5.326667,6.496667,9.733333,14.200000,20.020000,25.713333,27.510000,26.566667,21.983333,16.543333,10.500000,6.286667
ATHINAI/OBSER/GREECE,61816714000.000000,37.970000,23.720000,107.000000,9.744444,9.728214,12.066667,15.903333,20.906667,25.796667,28.214286,28.089655,23.893103,19.216667,14.537931,11.293103
ATHINAI (AIRP/GREECE,61816716000.000000,37.900000,23.730000,15.000000,10.136667,10.217241,12.320000,16.056667,20.873333,25.823333,28.603333,28.448276,24.463333,19.740000,15.013333,11.696667
KALAMATA/GREECE,61816726000.000000,37.070000,22.020000,8.000000,9.880000,9.990000,11.863333,15.073333,19.753333,24.383333,26.676667,26.373333,22.916667,18.740000,14.176667,11.053333
SOUDA (AIRPOR/GREECE,61816746000.000000,35.480000,24.120000,151.000000,11.010000,10.823462,12.470345,15.825926,20.125517,24.656667,26.710000,26.452222,23.386071,20.109310,15.614643,12.466786
HERAKLION (AI/GREECE,61816754000.000000,35.330000,25.180000,39.000000,12.103333,11.876667,13.486667,16.573333,20.303333,24.483333,26.480000,26.426667,23.896667,20.463333,16.533333,13.646667
BUDAPEST/LORI/HUNGARY,61912843000.000000,47.430000,19.180000,139.000000,-0.433333,1.390000,5.993333,11.760000,16.773333,19.776667,22.000000,21.443333,16.556667,11.123333,5.066667,0.526667
DEBRECEN/HUNGARY,61912882000.000000,47.480000,21.630000,112.000000,-1.546000,0.034000,5.157333,11.067333,16.390667,19.204333,21.197667,20.635667,15.809000,10.462333,4.482333,-0.217667
PECS/HUNGARY,61912942000.000000,46.000000,18.230000,203.000000,-0.173333,1.536667,6.020000,11.206667,16.286667,19.253333,21.493103,21.200000,16.633333,11.510000,5.333333,0.896667
SZEGED/HUNGARY,61912982000.000000,46.250000,20.100000,83.000000,-0.723333,0.890000,5.843333,11.513333,16.860000,19.733333,21.753333,21.310000,16.536667,11.226667,5.126667,0.593333
KEFLAVIKURFLU/ICELAND,62004018000.000000,63.970000,-22.600000,54.000000,0.585714,0.542308,0.789286,3.182143,6.389286,9.275000,10.878571,10.629630,8.121429,4.627586,2.300000,1.070370
REYKJAVIK/ICELAND,62004030000.000000,64.130000,-21.900000,53.000000,0.053333,0.072414,0.573333,3.036667,6.546667,9.463333,11.173333,10.713333,8.010000,4.370000,1.850000,0.566667
AKUREYRI/ICELAND,62004063000.000000,65.680000,-18.080000,27.000000,-1.213333,-1.303333,-0.566667,1.966667,5.880000,9.400000,11.080000,10.646667,7.296667,2.990000,0.326667,-0.826667
HOFN I HORNAFIRDI/HO/ICELAND,62004082000.000000,64.300000,-15.200000,2.000000,0.326667,0.365517,0.973333,3.243333,6.310000,8.873333,10.550000,10.313793,7.886667,4.583333,2.030000,0.596667
VALENTIA OBSE/IRELAND,62103953000.000000,51.930000,-10.250000,14.000000,7.070000,6.933333,7.886667,8.950000,11.173333,13.277586,14.973333,14.970690,13.587931,11.273333,9.023333,7.610000
CORK AIRPORT/IRELAND,62103955000.000000,51.850000,-8.480000,162.000000,5.386000,5.376333,6.566333,7.916333,10.439667,13.016333,14.786333,14.675862,12.876333,10.099667,7.469667,5.879667
ROSSLARE/IRELAND,62103957000.000000,52.250000,-6.330000,25.000000,6.751852,6.418519,7.544444,8.759259,11.107407,13.622222,15.511111,15.670370,14.073077,11.503846,8.900000,7.384000
SHANNON AIRPO/IRELAND,62103962000.000000,52.700000,-8.920000,20.000000,5.690667,5.860667,7.360667,8.993000,11.561724,14.106333,15.837586,15.606552,13.719667,10.753000,7.916333,6.203103
CASEMENT AERO/IRELAND,62103967000.000000,53.300000,-6.430000,93.000000,4.756552,4.745333,6.280690,7.718667,10.432000,13.144667,15.162759,14.778000,12.691333,9.764667,6.855862,5.098000
DUBLIN AIRPOR/IRELAND,62103969000.000000,53.430000,-6.250000,85.000000,4.900000,4.882143,6.282143,7.717241,10.375000,13.025000,15.003704,14.677778,12.825000,9.885185,6.933333,5.266667
BELMULLET/IRELAND,62103976000.000000,54.230000,-10.000000,10.000000,5.845517,5.928276,7.093793,8.456667,10.630000,12.700000,14.306667,14.406667,12.935172,10.520000,8.033333,6.421379
MALIN HEAD/IRELAND,62103980000.000000,55.370000,-7.330000,25.000000,5.940000,5.820000,6.846667,8.206667,10.330000,12.506667,14.300000,14.500000,13.156667,10.740000,8.280000,6.460000
LOD AIRPORT/ISRAEL,62240180000.000000,32.000000,34.900000,49.000000,12.866400,13.435652,15.380000,19.146667,22.111304,25.000833,26.960800,27.460800,26.100800,23.384800,18.766154,14.731538
EILAT/ISRAEL,62240199000.000000,29.550000,34.950000,13.000000,15.570000,16.880000,20.210000,24.663333,28.733333,31.913333,33.433333,33.486667,31.156667,27.383333,21.690000,17.066667
UDINE/CAMPOFORMIDO/ITALY,62316045000.000000,46.000000,13.100000,92.000000,2.845000,4.195238,8.490476,12.115000,17.538095,20.536842,23.304762,23.265000,18.555000,13.909524,8.200000,4.260000
VERONA/VILLAF/ITALY,62316090000.000000,45.380000,10.870000,68.000000,2.557083,4.409600,9.173600,12.836250,18.461600,22.193600,24.833600,24.509600,19.757083,14.125000,7.990800,3.746800
TRIESTE/ITALY,62316110000.000000,45.650000,13.750000,20.000000,5.768966,6.165517,9.417241,13.489286,18.372414,21.930000,24.642857,24.386667,20.210345,15.789655,10.789655,7.037931
PISA/S. GIUST/ITALY,62316158000.000000,43.680000,10.380000,6.000000,6.343333,7.010000,9.853333,12.682143,16.921429,20.770000,23.786207,23.665517,19.924138,15.889655,10.910000,7.417241
MARINA DI GIN/ITALY,62316325000.000000,40.430000,16.880000,12.000000,8.932333,9.026333,11.306552,13.998621,18.685000,22.913571,26.071724,26.042667,22.209333,18.082667,13.336000,10.102414
MESSINA/ITALY,62316420000.000000,38.200000,15.550000,51.000000,12.366667,12.084615,13.655556,15.774074,19.757143,23.850000,26.992593,27.403846,24.225000,20.738462,16.766667,13.500000
TRAPANI/BIRGI/ITALY,62316429000.000000,37.920000,12.500000,14.000000,11.489655,11.306897,12.803333,15.060000,18.920000,22.600000,25.465517,26.093333,23.503448,20.065517,15.989655,13.006667
CATANIA/SIGON/ITALY,62316459000.000000,37.400000,14.920000,22.000000,10.258889,10.494500,12.409200,14.903182,19.205200,23.886957,26.794800,26.936000,23.870000,19.954000,15.206500,11.500952
H-4 'IRWAISHE/JORDAN,62440250000.000000,32.500000,38.200000,688.000000,8.040000,9.518519,13.662963,18.765517,23.482143,27.117241,29.357143,29.379310,26.470000,21.546667,14.446667,9.688889
MA'AN/JORDAN,62440310000.000000,30.170000,35.780000,1070.000000,7.596667,8.767857,12.364286,17.341379,21.261538,24.513333,26.042857,26.434483,24.331034,19.950000,13.663333,9.318519
FURMANOVO/KAZAKHSTAN,62534398000.000000,49.670000,49.480000,10.000000,-8.660714,-9.285185,-2.706897,9.082759,16.486207,22.413793,24.741379,22.713793,15.775000,7.589286,-1.164286,-6.543333
LIEPAJA/LATVIA,62626406000.000000,56.480000,21.020000,7.000000,-1.407407,-2.025926,0.952000,5.646154,10.966667,14.096296,17.350000,17.153846,13.172414,8.596429,3.548148,0.221429
KAUNAS/LITHUANIA,62826629000.000000,54.880000,23.830000,77.000000,-2.603333,-2.360000,0.726667,7.113333,12.896667,15.666667,18.066667,17.240000,12.306667,7.186667,2.146667,-1.266667
VILNIUS/LITHUANIA,62826730000.000000,54.630000,25.100000,156.000000,-3.110000,-2.903333,0.330000,6.950000,12.840000,15.663333,17.963333,17.080000,11.966667,6.756667,1.516667,-1.833333
LUXEMBOURG//LUXEMBOURG,62906590000.000000,49.620000,6.220000,379.000000,0.864138,1.719310,5.277931,8.802000,13.113103,15.977333,18.274000,17.811034,14.080000,9.664000,4.804000,1.874000
LUQA/MALTA,63016597000.000000,35.850000,14.480000,91.000000,12.897857,12.672857,13.886667,16.205185,19.849630,23.874444,26.652222,27.207778,24.826296,21.618214,17.739643,14.486071
KISINEV/MOLDOVA,63133815000.000000,47.020000,28.980000,173.000000,-1.768182,-0.950000,3.840909,10.383333,16.727273,19.876190,21.982609,21.845455,16.345833,10.576190,4.360870,-0.255000
DE BILT/NETHERLANDS,63306260000.000000,52.100000,5.180000,15.000000,3.092000,3.302667,6.170333,9.181667,13.119333,15.637000,17.923000,17.501667,14.464333,10.723667,6.734333,3.666333
JAN MAYEN/NORWAY,63401001000.000000,70.930000,-8.670000,9.000000,-3.693333,-3.440000,-3.423333,-1.980000,0.736667,3.326667,5.930000,6.613333,4.606667,1.433333,-0.630000,-2.686667
SVALBARD LUFT/NORWAY,63401008000.000000,78.250000,15.470000,29.000000,-11.922069,-12.611724,-12.184286,-9.291429,-1.784286,4.041481,7.537143,6.519286,2.269286,-3.828889,-7.120000,-10.344138
TROMO/SKATTO/NORWAY,63401025000.000000,69.500000,19.000000,11.000000,-3.087667,-3.383793,-2.031000,1.102333,5.312333,9.039000,11.845667,10.945667,7.172333,3.055667,-0.444333,-2.327667
BJORNOYA/NORWAY,63401028000.000000,74.520000,19.020000,16.000000,-5.417143,-5.417143,-5.390714,-3.551429,-0.008571,3.073571,5.442963,5.717037,3.841429,0.841429,-1.460800,-4.683571
VARDO/NORWAY,63401098000.000000,70.370000,31.100000,15.000000,-4.146667,-4.516667,-2.680000,-0.213333,3.103333,6.533333,9.530000,9.566667,7.136667,3.043333,-0.940000,-2.883333
BODO VI/NORWAY,63401152000.000000,67.270000,14.370000,13.000000,-1.096667,-1.340000,-0.163333,3.103333,7.290000,10.380000,13.063333,12.733333,9.553333,5.526667,1.850000,-0.226667
ORLAND III/NORWAY,63401241000.000000,63.700000,9.600000,7.000000,0.316667,0.160000,1.696667,4.883333,8.656667,11.193333,13.526667,13.600000,10.583333,6.760000,3.086667,0.910000
BERGEN/FREDRIKSBERG/NORWAY,63401317000.000000,60.400000,5.300000,44.000000,2.546429,2.214286,3.674074,6.737037,10.448148,13.157692,15.188462,14.961538,12.256000,8.488889,5.070370,2.662963
OSLO/GARDERMO/NORWAY,63401384000.000000,60.200000,11.080000,204.000000,-4.910714,-5.000000,-1.085714,4.025000,9.996429,13.800000,16.268966,14.885714,9.971429,4.862069,-0.241379,-4.368966
STAVANGER/SOL/NORWAY,63401415000.000000,58.880000,5.630000,9.000000,1.413333,1.060000,2.706667,5.740000,9.506667,12.026667,14.367931,14.520000,11.883333,8.423333,4.613333,2.053333
LEBA/POLAND,63512120000.000000,54.750000,17.530000,2.000000,-0.653103,-0.585000,2.507333,7.106207,11.430345,14.740667,17.585517,17.179286,13.230667,8.893793,3.934000,0.537333
ELBLAG/POLAND,63512160000.000000,54.170000,19.430000,43.000000,-2.380000,-1.673333,1.600000,6.910000,12.036667,14.606667,17.066667,16.630345,12.380000,7.713333,2.456667,-1.166667
