,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
CAPE OTWAY/AUSTRALIA,50194842000.000000,-38.850000,143.500000,83.000000,20.835000,20.995000,20.035000,17.877143,15.589048,13.371500,12.804762,13.461905,14.719048,16.452381,18.199000,19.137368
LAVERTON AERO/AUSTRALIA,50194865000.000000,-37.850000,144.730000,21.000000,25.611250,25.551304,23.818400,20.373750,17.054400,14.244583,13.511250,15.015417,17.027917,19.462400,22.032083,23.912609
MELBOURNE AIR/AUSTRALIA,50194866000.000000,-37.670000,144.830000,141.000000,26.260000,26.290000,24.480000,20.728571,16.823810,13.620000,12.995238,14.423810,16.542857,19.700000,22.635000,24.500000
WILSONS PROMO/AUSTRALIA,50194893000.000000,-39.120000,146.420000,97.000000,20.600000,20.500000,19.655000,17.500000,15.345000,13.135000,12.340000,12.865000,14.215000,16.045000,17.730000,18.875000
EAST SALE AER/AUSTRALIA,50194907000.000000,-38.100000,147.130000,8.000000,25.803846,25.550000,23.859259,20.459259,17.146429,14.503704,13.811111,15.330769,17.188462,19.451852,21.903846,23.462963
WAGGA AIRPORT/AUSTRALIA,50194910000.000000,-35.150000,147.450000,213.000000,32.351852,31.473077,28.111111,23.000000,17.939286,13.992593,12.711538,14.804167,17.761538,21.992593,26.588889,29.640741
CANBERRA AIRP/AUSTRALIA,50194926000.000000,-35.300000,149.180000,577.000000,28.803704,27.648000,25.011538,20.500000,16.325926,12.538462,11.561538,13.512000,16.500000,19.919231,23.403846,26.357692
MORUYA HEADS/AUSTRALIA,50194937000.000000,-35.900000,150.150000,17.000000,23.705882,23.881250,23.131250,21.329412,19.117647,16.981250,16.311765,17.282353,18.793750,20.131250,21.258824,22.506250
CAPE BRUNY/AUSTRALIA,50194967000.000000,-43.500000,147.150000,53.000000,18.810000,18.861111,17.715000,16.057143,14.120000,11.955000,11.504762,12.285714,13.485714,14.790476,16.171429,17.390000
LAUNCESTON AI/AUSTRALIA,50194968000.000000,-41.530000,147.200000,178.000000,23.309231,23.310800,21.282800,17.276000,14.086667,11.306800,10.710800,11.934800,13.720833,16.150800,18.827917,21.210800
HOBART AIRPOR/AUSTRALIA,50194975000.000000,-42.830000,147.480000,27.000000,22.614815,22.450000,20.748148,18.055556,15.560714,12.981481,12.596429,13.823077,15.415385,17.300000,19.274074,20.685185
EDDYSTONE POI/AUSTRALIA,50194983000.000000,-40.980000,148.330000,14.000000,21.477895,21.504211,20.784000,18.447500,16.317500,14.092500,13.348421,14.012500,15.302381,16.759524,18.407143,20.007500
LORD HOWE ISL/AUSTRALIA,50194995000.000000,-31.530000,159.070000,6.000000,25.159091,25.671429,24.700000,23.247619,21.380952,19.795000,18.770000,18.911111,19.970000,20.855000,22.100000,23.931818
MACQUARIE ISL/AUSTRALIA,50194998000.000000,-54.480000,158.950000,8.000000,8.973077,8.920000,8.150000,7.088462,6.022222,5.146154,4.903704,5.224000,5.416000,5.938462,6.672000,8.061538
FORREST (FORREST AMO/AUSTRALIA,50195646000.000000,-30.830000,128.120000,156.000000,33.045455,31.850000,29.336364,25.985714,22.018182,18.845455,18.318182,20.114286,23.752381,26.765217,29.600000,31.395238
RICHMOND AMO/AUSTRALIA,50195753000.000000,-33.600000,150.780000,20.000000,30.390000,29.030000,27.155000,24.040476,20.797619,18.192105,17.588095,19.435714,22.664286,25.223684,26.911905,28.925000
ROTUMA/FIJI,50291650000.000000,-12.500000,177.050000,26.000000,30.770909,30.725833,30.961818,30.961818,30.677273,29.895455,29.506667,29.631818,29.913636,30.123333,30.498333,30.848333
NANDI/FIJI,50291680000.000000,-17.750000,177.450000,18.000000,31.263636,31.535714,31.242857,30.707692,29.628571,29.000000,28.528571,28.453333,29.300000,29.906667,30.578571,31.300000
JAMBI/SULTAN/INDONESIA,50396195000.000000,-1.630000,103.650000,25.000000,30.542857,31.291667,31.816667,32.409091,32.628571,32.409091,31.990909,32.323077,32.375000,32.325000,31.961538,31.257143
PALEMBANG//INDONESIA,50396221000.000000,-2.900000,104.700000,10.000000,30.707143,31.257143,31.884615,32.316667,32.530769,32.191667,31.933333,32.492857,32.830769,32.740000,32.246667,31.086667
PANGKALPINANG/INDONESIA,50396237000.000000,-2.170000,106.130000,33.000000,29.747692,30.298333,30.898333,31.370769,31.373333,31.190000,30.890000,30.967273,31.590000,31.593846,30.804286,29.778462
CILACAP/INDONESIA,50396805000.000000,-7.730000,109.020000,6.000000,31.109286,31.480714,31.266667,31.154375,30.693333,29.906667,28.695000,28.614118,28.870000,29.563333,30.281765,30.732500
AMPENAN/SELAP/INDONESIA,50397240000.000000,-8.530000,116.070000,3.000000,30.370000,30.380000,30.761818,30.830000,30.735556,29.930000,29.843636,30.010000,30.556923,31.190000,31.063333,30.325455
KUPANG/EL TAR/INDONESIA,50397372000.000000,-10.170000,123.670000,108.000000,30.583333,30.576923,31.284615,32.560000,32.306667,31.278571,31.020000,32.121429,33.484615,33.576923,33.114286,31.750000
BIAK/MOKMER/INDONESIA,50397560000.000000,-1.180000,136.120000,11.000000,29.811333,29.864667,29.803750,29.944667,30.005714,29.776429,29.383846,29.555714,29.851333,30.031333,29.998000,30.051333
SAUMLAKI/INDONESIA,50397900000.000000,-7.980000,131.300000,24.000000,31.823077,31.530769,31.546667,30.950000,30.392857,29.014286,28.441667,28.707143,29.730769,31.226667,32.706250,32.000000
PENANG/BAYAN/MALAYSIA,50548601000.000000,5.300000,100.270000,4.000000,31.691538,32.196667,32.096667,31.830000,31.742500,31.373750,30.963333,30.830000,30.668462,30.410000,30.637692,30.706923
KOTA BHARU/MALAYSIA,50548615000.000000,6.170000,102.280000,5.000000,29.175714,30.206667,31.237333,32.415714,32.550667,32.331250,31.861667,31.837143,31.529231,30.722857,29.490667,28.886667
KUALA LUMPUR//MALAYSIA,50548647000.000000,3.120000,101.550000,22.000000,34.121000,34.907778,35.182727,35.242500,35.163333,34.859167,34.280000,34.367000,34.300833,34.234615,33.956667,33.523333
KUANTAN/MALAYSIA,50548657000.000000,3.620000,103.220000,16.000000,31.500000,32.900000,33.892308,35.069231,35.325000,34.850000,34.400000,34.600000,34.400000,34.054545,32.976923,31.400000
MALACCA/MALAYSIA,50548665000.000000,2.270000,102.250000,9.000000,33.326154,34.833846,34.808571,34.265714,34.240000,33.711250,33.025455,33.051429,33.321667,33.494286,33.233846,32.872308
KUCHING/MALAYSIA,50596413000.000000,1.480000,110.330000,27.000000,30.343571,30.579286,31.813333,32.706667,33.286667,32.900000,32.670769,32.979286,32.422143,32.314615,32.150714,31.255385
SIBU/MALAYSIA,50596421000.000000,2.330000,111.830000,8.000000,30.814286,31.276923,32.220000,32.592308,32.978571,32.514286,32.446154,32.514286,32.114286,31.971429,31.920000,31.357143
BINTULU/MALAYSIA,50596441000.000000,3.200000,113.030000,5.000000,29.930000,30.037143,30.972000,31.378667,31.866923,31.632000,31.629231,31.680714,31.283077,30.944615,30.723571,30.436923
MIRI/MALAYSIA,50596449000.000000,4.330000,113.980000,18.000000,30.498333,30.823333,31.425714,31.882308,32.156667,31.976667,31.720769,31.782308,31.508182,31.182308,30.990000,30.715000
LABUAN/MALAYSIA,50596465000.000000,5.300000,115.250000,30.000000,30.063077,30.376923,31.307692,31.809333,31.844286,31.397500,31.115714,31.358571,31.044286,30.687143,30.709333,30.573333
KOTA KINABALU/MALAYSIA,50596471000.000000,5.930000,116.050000,3.000000,32.827143,33.070000,33.863333,34.634286,34.556667,34.123333,33.777692,33.939231,33.700769,33.470000,33.483333,33.354615
SANDAKAN/MALAYSIA,50596491000.000000,5.900000,118.070000,13.000000,29.384615,29.861538,30.786667,31.828571,32.700000,32.566667,32.350000,32.723077,32.438462,31.671429,31.007143,30.007143
CHRISTCHURCH/NEW ZEALAND,50793780000.000000,-43.480000,172.520000,37.000000,22.242857,22.338462,20.506250,17.286667,14.506250,11.713333,10.725000,12.312500,15.193333,16.618750,18.793750,21.231250
INVERCARGILL/NEW ZEALAND,50793844000.000000,-46.700000,168.550000,4.000000,18.950000,18.800000,17.373333,15.000000,12.400000,10.078571,9.621429,11.060000,13.250000,14.364286,15.353333,17.200000
CHATHAM ISLAN/NEW ZEALAND,50793987000.000000,-43.950000,-176.570000,49.000000,18.084615,18.428571,17.246667,15.185714,13.276923,11.421429,10.625000,11.206250,12.200000,13.206667,14.371429,16.586667
"RAOUL ISLAND,/NEW ZEALAND",50793994000.000000,-29.250000,-177.920000,49.000000,25.265000,25.859231,25.282308,23.697143,21.643125,19.854286,19.080625,18.813333,19.593333,20.574375,21.993125,24.005625
SINGAPORE/CHA/SINGAPORE,51148698000.000000,1.370000,103.980000,16.000000,30.480000,31.650000,32.300000,32.333333,32.473333,31.962500,31.362500,31.281250,31.540000,31.726667,31.256250,30.481250
PAGO PAGO/INT/AMERICAN SAMOA (U.S.A.),52191765000.000000,-14.330000,-170.720000,3.000000,30.243000,30.413000,30.496333,30.166429,29.391724,28.723571,28.327143,28.362857,28.895172,29.222000,29.678667,30.084828
CHRISTMAS ISL/CHRISTMAS ISLAND (AUSTRALIA),52396995000.000000,-10.430000,105.680000,262.000000,28.262941,28.267778,28.556667,28.415556,28.034444,27.315882,26.501111,26.245789,26.384444,27.266250,27.579412,27.953529
COCOS ISLAND/COCOS ISLANDS (AUSTRALIA),52496996000.000000,-12.180000,96.820000,3.000000,29.844000,30.087500,30.116000,29.868000,29.372000,28.554167,28.088462,28.041667,28.125000,28.580000,28.992000,29.425000
WILLIS ISLAND/CORAL SEA ISLANDS (AUSTRALIA),52694299000.000000,-16.300000,149.980000,9.000000,30.732609,30.322632,29.831500,28.968636,27.772727,26.595789,25.985263,26.274737,27.401579,28.746364,29.900909,30.836818
"TRUK,/FEDERATED STATES OF MICRONESIA",52791334000.000000,7.470000,151.850000,2.000000,30.000000,30.127586,30.275000,30.535714,30.782759,30.663333,30.683333,30.510000,30.673333,30.786667,30.700000,30.306897
"PONAPE,/FEDERATED STATES OF MICRONESIA",52791348000.000000,6.970000,158.220000,46.000000,30.015333,30.237241,30.380000,30.613333,30.624828,30.692000,30.908667,31.206207,31.267333,31.234000,31.015172,30.351034
"YAP, CAROLINE/FEDERATED STATES OF MICRONESIA",52791413000.000000,9.480000,138.080000,17.000000,30.252667,30.318276,30.682143,31.279630,31.346552,30.922414,30.702667,30.478667,30.732000,30.958667,30.886552,30.535517
ATUONA/FRENCH POLYNESIA (FRANCE),52891925000.000000,-9.800000,-139.030000,52.000000,31.133333,31.340000,31.423077,31.350000,30.683333,29.535714,28.975000,28.973333,29.423077,30.325000,30.814286,31.330769
TAHITI-FAAA/FRENCH POLYNESIA (FRANCE),52891938000.000000,-17.550000,-149.620000,2.000000,31.092308,30.990909,31.514286,31.354545,30.241667,29.578571,29.041667,28.933333,29.445455,29.616667,30.442857,30.684615
TAKAROA/FRENCH POLYNESIA (FRANCE),52891943000.000000,-14.480000,-145.030000,3.000000,31.013333,31.080000,31.422857,31.296667,30.663333,29.780000,29.188333,29.106667,29.355000,29.980000,30.630000,30.826154
HEREHERETUE/FRENCH POLYNESIA (FRANCE),52891945000.000000,-19.870000,-145.000000,3.000000,29.300000,29.955000,30.030000,29.413333,28.034545,27.180000,26.422857,26.146667,26.380000,27.205000,28.205000,28.802222
"TOTEGEGIE, GAMBIER I/FRENCH POLYNESIA (FRANCE)",52891948000.000000,-23.100000,-134.900000,3.000000,27.908333,28.410000,28.342857,27.290909,25.160000,24.240000,23.483333,23.414286,23.700000,24.927273,25.953846,27.023077
TUBUAI/FRENCH POLYNESIA (FRANCE),52891954000.000000,-23.350000,-149.480000,3.000000,28.130769,28.788889,28.475000,27.481818,25.800000,24.578571,24.000000,23.714286,23.930769,24.690000,26.092857,26.884615
RAPA/FRENCH POLYNESIA (FRANCE),52891958000.000000,-27.620000,-144.330000,2.000000,25.825000,26.840000,26.292308,24.816667,23.145455,21.771429,20.933333,20.614286,20.591667,21.340000,23.000000,24.146154
"WSMO AGANA, G/GUAM (U.S.A.)",52991217000.000000,13.550000,144.830000,111.000000,29.186364,29.181818,29.754545,30.585714,31.018182,31.027273,30.622727,30.285714,30.361905,30.360000,29.990000,29.505000
KWAJALEIN/BUC/MARSHALL ISLANDS,53191366000.000000,8.730000,167.730000,8.000000,29.586667,29.810000,30.120000,30.224138,30.353571,30.231034,30.237931,30.316667,30.426667,30.390000,30.163333,29.746429
MAJURO/MARSHA/MARSHALL ISLANDS,53191376000.000000,7.080000,171.380000,3.000000,29.160000,29.352069,29.448621,29.525714,29.565862,29.593333,29.583333,29.766667,29.900345,29.896667,29.756667,29.396897
KOUMAC/NEW CALEDONIA (FRANCE),53291577000.000000,-20.570000,164.280000,18.000000,30.085714,30.385714,29.506667,28.313333,26.628571,25.193750,24.278571,24.243750,25.735714,27.257143,28.281250,29.606667
NOUMEA/NEW CALEDONIA (FRANCE),53291592000.000000,-22.270000,166.450000,72.000000,29.247857,29.536923,28.534375,27.030667,25.257333,23.740000,22.922857,22.890000,24.465714,25.811250,26.986250,28.812667
NORFOLK ISLAN/NORFOLK ISLAND (AUSTRALIA),53494996000.000000,-29.030000,167.930000,109.000000,24.244444,24.857692,24.185185,22.537037,20.729630,19.088462,18.200000,18.076923,18.944000,20.049615,21.407037,23.214444
"NWSO AGANA, G/NORTHERN MARIANA ISLANDS (U.S.A.)",53591212000.000000,13.480000,144.800000,82.000000,30.453684,30.564211,30.923333,31.662222,31.945556,32.069412,31.626667,31.334118,31.310000,31.426667,31.282222,30.716471
"KOROR, PALAU/BELAU",53691408000.000000,7.330000,134.480000,33.000000,31.982414,31.968621,32.372857,32.783704,32.675517,32.186071,31.868621,31.693214,32.040000,32.274483,32.608966,32.318214
WAKE ISLAND A/WAKE ISLAND (U.S.A.),53991245000.000000,19.280000,166.650000,4.000000,27.374074,27.223077,27.540741,28.333333,29.192308,30.142308,30.411538,30.419231,30.566667,29.992000,28.908000,28.048800
YEREVAN/ARMENIA,60237789000.000000,40.130000,44.470000,907.000000,0.957143,5.050000,12.361538,19.021429,23.935714,30.107143,33.853846,32.750000,28.933333,20.613333,12.085714,4.807143
WIEN/HOHE WAR/AUSTRIA,60311035000.000000,48.250000,16.370000,209.000000,2.393333,5.542857,9.993750,16.753333,21.275000,24.468750,26.225000,25.700000,20.086667,14.462500,8.357143,2.625000
INNSBRUCK-FLUGHAFEN/AUSTRIA,60311120000.000000,47.270000,11.350000,593.000000,3.455556,5.903704,11.218519,15.788889,20.700000,23.174074,25.477778,24.467857,20.789286,15.964286,8.535714,3.689286
SONNBLICK/AUSTRIA,60311146000.000000,47.050000,12.950000,3109.000000,-9.686667,-10.471429,-8.381250,-4.526667,-0.037500,3.500000,5.250000,5.056250,1.320000,-1.062500,-6.142857,-9.325000
SALZBURG-FLUG/AUSTRIA,60311150000.000000,47.800000,13.000000,450.000000,2.484615,5.908333,9.814286,15.276923,20.014286,22.535714,24.007143,24.150000,19.207143,14.733333,8.233333,3.035714
KLAGENFURT-FL/AUSTRIA,60311231000.000000,46.650000,14.330000,476.000000,0.806667,5.657143,10.700000,15.900000,21.450000,24.762500,26.375000,25.237500,20.200000,14.725000,7.607143,0.875000
GRAZ-THALERHO/AUSTRIA,60311240000.000000,47.000000,15.430000,347.000000,2.785714,7.438462,11.821429,17.057143,22.193333,25.440000,26.846667,25.946667,21.028571,15.746667,9.407692,2.773333
INNSBRUCK/UNIVERSITY/AUSTRIA,60311320000.000000,47.300000,11.400000,582.000000,3.660000,6.052632,11.610526,15.626316,20.821053,22.942105,25.642105,24.789474,21.000000,15.910526,8.289474,3.789474
MINSK/BELARUS,60526850000.000000,53.930000,27.630000,231.000000,-3.020000,-2.090000,3.422727,12.557143,18.554545,21.659091,23.668182,22.722727,16.494737,10.231818,2.971429,-1.485714
BREST/BELARUS,60533008000.000000,52.120000,23.680000,146.000000,-0.450000,-0.100000,5.800000,13.894118,19.970588,22.205882,24.964706,24.161111,18.944444,12.405556,5.788889,1.305556
VASILEVICI/BELARUS,60533038000.000000,52.250000,29.830000,142.000000,-2.750000,-1.864286,4.328571,13.557143,20.906667,23.346667,25.353333,24.120000,18.533333,11.940000,3.946667,-0.160000
UCCLE/BELGIUM,60606447000.000000,50.800000,4.350000,104.000000,5.422857,6.502727,10.243333,14.587143,17.894286,20.842500,22.773750,22.536250,19.243333,14.630000,9.267500,5.248750
SARAJEVO/BOSNIA AND HERZEGOVINA,60714654000.000000,43.900000,18.400000,637.000000,3.488235,5.912500,10.668750,15.768750,20.818750,24.120000,27.237500,27.147059,21.911111,16.738889,10.044444,3.900000
VARNA/BULGARIA,60815552000.000000,43.200000,27.920000,43.000000,4.990000,8.300000,10.712727,15.140000,20.606667,25.590000,28.523333,29.010000,23.298333,17.706667,12.709231,7.154286
SOFIA (OBSERV/BULGARIA,60815614000.000000,42.650000,23.380000,595.000000,3.471429,5.750000,10.661538,16.183333,21.721429,25.207692,27.891667,27.869231,22.169231,17.153846,11.246154,4.026667
LARNACA AIRPO/CYPRUS,61017609000.000000,34.880000,33.630000,2.000000,17.223077,17.584615,19.800000,23.021429,27.018750,30.833333,33.006667,33.181250,31.106667,27.993750,23.566667,19.200000
MILESOVKA/CZECH REPUBLIC,61111464000.000000,50.550000,13.930000,-999.000000,-1.450000,-0.327778,4.833333,11.588889,16.605556,19.200000,21.511111,20.927778,16.122222,9.710526,3.477778,-0.310526
PRAHA/RUZYNE/CZECH REPUBLIC,61111518000.000000,50.100000,14.250000,365.000000,1.584615,4.115385,8.314286,14.915385,19.478571,22.321429,24.085714,24.123077,19.523077,13.042857,6.607143,2.064286
PRAHA-LIBUS/CZECH REPUBLIC,61111520000.000000,50.020000,14.450000,304.000000,1.953077,4.970769,8.624000,15.720714,20.204000,22.917333,25.117333,24.813571,19.785000,14.349286,6.963571,2.435000
BRNO/TURANY/CZECH REPUBLIC,61111723000.000000,49.150000,16.700000,246.000000,1.158667,4.277857,8.929375,16.305333,20.823125,23.898750,26.073750,25.759333,20.212667,14.130000,7.748750,1.861250
OSTRAVA/MOSNO/CZECH REPUBLIC,61111782000.000000,49.680000,18.120000,256.000000,0.873333,3.542857,7.837500,15.220000,20.006250,23.031250,25.056250,24.726667,19.406667,13.925000,7.793750,1.756250
TALLIN/ESTONIA,61326038000.000000,59.420000,24.800000,44.000000,-1.557143,-2.133333,1.981818,9.145000,15.473913,19.309091,22.155556,20.747619,15.428571,9.552632,3.963158,0.750000
SODANKYLA/FINLAND,61402836000.000000,67.370000,26.650000,179.000000,-8.425000,-8.592857,-1.642857,3.992308,10.508333,16.878571,20.316667,17.675000,10.861538,3.166667,-3.323077,-6.776923
KUUSAMO/FINLAND,61402869000.000000,65.970000,29.180000,263.000000,-8.366667,-8.635714,-2.300000,3.261538,9.975000,16.371429,19.933333,16.825000,10.553846,3.100000,-2.753846,-6.661538
OULU/FINLAND,61402875000.000000,64.930000,25.370000,15.000000,-5.425000,-5.807143,-0.550000,5.684615,12.491667,18.084615,21.272727,19.436364,13.158333,5.809091,0.291667,-2.984615
KAJAANI/FINLAND,61402897000.000000,64.280000,27.680000,136.000000,-6.875000,-6.757143,-1.385714,5.661538,12.750000,17.850000,21.516667,18.833333,12.638462,5.166667,-0.615385,-5.000000
JOENSUU/FINLAND,61402929000.000000,62.670000,29.630000,117.000000,-6.025000,-6.528571,-0.692857,6.238462,13.900000,18.700000,22.583333,19.830769,13.453846,5.975000,0.130769,-4.423077
JYVASKYLA/FINLAND,61402935000.000000,62.400000,25.680000,145.000000,-4.584615,-4.792308,0.821429,7.706667,14.683333,19.313333,22.326667,20.113333,13.935714,6.750000,0.871429,-3.435714
LAPPEENRANTA/FINLAND,61402958000.000000,61.050000,28.200000,115.000000,-4.376923,-4.723077,0.338462,8.185714,14.933333,19.521429,23.178571,20.633333,14.457143,7.414286,1.400000,-2.950000
JOKIOINEN/FINLAND,61402963000.000000,60.820000,23.500000,103.000000,-2.400000,-3.050000,1.671429,9.366667,15.491667,19.766667,22.264286,21.114286,15.553846,8.400000,2.623077,-0.707143
TURKU/FINLAND,61402972000.000000,60.520000,22.270000,59.000000,-1.307692,-1.776923,2.230769,9.528571,15.100000,19.700000,22.450000,21.457143,15.846154,9.107692,3.507692,0.400000
HELSINKI/SEUTULA/FINLAND,61402974000.000000,60.300000,25.000000,58.000000,-2.030769,-2.828571,2.085714,9.353333,15.758333,19.913333,23.066667,21.386667,15.750000,8.857143,3.135714,-0.453333
BREST/FRANCE,61507110000.000000,48.450000,-4.420000,103.000000,9.373333,9.928571,11.887500,13.625000,16.531250,19.206250,20.643750,21.081250,19.520000,16.213333,12.306250,9.681250
STRASBOURG/FRANCE,61507190000.000000,48.550000,7.630000,154.000000,5.157857,7.657857,11.821875,16.921875,21.136250,24.642500,26.105000,25.830000,21.560667,16.217500,9.492500,5.173750
NANTES/FRANCE,61507222000.000000,47.170000,-1.600000,27.000000,9.484286,10.550714,13.481875,16.125625,19.588125,23.363125,24.963125,25.347333,22.640667,18.013125,12.692500,9.142500
BOURGES/FRANCE,61507255000.000000,47.070000,2.370000,166.000000,6.812308,8.535385,12.491429,15.670000,19.798571,23.591429,25.270000,25.370000,21.766154,16.780000,10.140000,6.600000
DIJON/FRANCE,61507280000.000000,47.270000,5.080000,227.000000,5.264286,7.628571,12.025000,15.893750,20.087500,24.106250,26.168750,25.650000,21.326667,16.287500,9.450000,5.343750
LIMOGES/FRANCE,61507434000.000000,45.870000,1.180000,402.000000,7.266667,8.150000,11.850000,14.593750,18.606250,22.287500,23.837500,24.000000,20.460000,16.400000,10.000000,7.231250
BORDEAUX/MERI/FRANCE,61507510000.000000,44.830000,-0.700000,61.000000,10.376667,11.621429,15.356250,17.856250,21.650000,25.250000,26.775000,27.250000,24.006667,19.790000,13.450000,10.203125
TOULOUSE/BLAG/FRANCE,61507630000.000000,43.630000,1.370000,153.000000,9.760000,10.971429,14.837500,17.531250,21.560000,25.962500,28.031250,28.073333,24.566667,19.800000,12.950000,9.631250
MARSEILLE/MARIGNANE/FRANCE,61507650000.000000,43.300000,5.400000,8.000000,11.733333,12.714286,16.212500,19.237500,23.650000,27.956250,30.525000,29.987500,25.520000,21.333333,15.268750,11.787500
NICE/FRANCE,61507690000.000000,43.650000,7.200000,10.000000,12.653333,13.221429,14.925000,16.893750,20.731250,24.368750,26.993750,27.275000,24.153333,20.713333,16.268750,13.118750
PERPIGNAN/FRANCE,61507747000.000000,42.730000,2.870000,48.000000,12.546667,13.185714,16.237500,18.687500,22.325000,26.887500,29.350000,29.162500,25.233333,21.220000,15.925000,12.737500
AJACCIO/FRANCE,61507761000.000000,41.920000,8.800000,9.000000,13.886667,13.942857,15.731250,18.268750,22.306250,25.912500,28.400000,28.737500,25.760000,22.593333,18.006250,14.668750
SCHLESWIG-JAG/GERMANY,61710035000.000000,54.470000,9.520000,25.000000,3.107143,3.900000,6.973333,12.564286,16.684615,19.307143,22.114286,22.021429,18.266667,13.064286,7.825000,3.628571
HAMBURG-FUHLS/GERMANY,61710147000.000000,53.630000,10.000000,15.000000,3.826667,5.050000,8.326667,14.050000,18.492308,20.760000,23.040000,22.906667,19.185714,13.568750,8.043750,4.337500
GREIFSWALD/GERMANY,61710184000.000000,54.100000,13.400000,6.000000,2.933333,3.857143,6.968750,12.380000,16.860000,19.956250,22.637500,22.450000,18.540000,13.100000,7.281250,3.118750
HANNOVER/GERMANY,61710338000.000000,52.470000,9.680000,59.000000,4.483333,5.516667,8.983333,14.808333,18.725000,21.708333,23.975000,23.316667,20.018182,14.100000,8.916667,4.316667
MAGDEBURG/GERMANY,61710361000.000000,52.120000,11.580000,85.000000,3.339231,5.809231,9.180000,15.393571,19.865000,22.326667,24.866667,24.557857,20.416923,15.093571,8.374000,3.940667
BERLIN-TEMPEL/GERMANY,61710384000.000000,52.470000,13.400000,49.000000,2.906667,5.053846,8.364286,14.750000,19.657143,22.606250,24.943750,24.612500,19.800000,13.981250,7.626667,3.125000
LINDENBERG/GERMANY,61710393000.000000,52.220000,14.120000,104.000000,2.233333,4.442857,8.162500,14.833333,19.653333,22.356250,24.460000,24.193333,19.520000,13.631250,7.093750,2.431250
LEIPZIG-SCHKE/GERMANY,61710469000.000000,51.420000,12.230000,149.000000,3.546154,5.138462,8.853846,14.715385,19.264286,22.292857,24.614286,24.221429,19.946154,13.885714,7.900000,3.542857
DRESDEN-KLOTZ/GERMANY,61710488000.000000,51.130000,13.750000,232.000000,2.792308,4.469231,8.207692,14.430769,19.000000,21.921429,24.021429,23.728571,19.346154,13.164286,7.364286,3.150000
MEININGEN/GERMANY,61710548000.000000,50.570000,10.380000,453.000000,1.200000,3.292857,7.237500,12.986667,17.320000,20.331250,22.206250,21.962500,17.480000,11.806250,5.600000,1.475000
NUERNBERG/GERMANY,61710763000.000000,49.500000,11.050000,318.000000,2.806667,5.200000,9.262500,15.173333,20.007143,22.862500,24.518750,24.143750,19.566667,14.081250,7.418750,3.087500
HOHENPEISSENB/GERMANY,61710962000.000000,47.800000,11.020000,986.000000,1.950000,2.714286,6.100000,11.980000,15.786667,18.346667,20.350000,19.843750,15.466667,12.012500,6.112500,2.320000
THESSALONIKI/GREECE,61816622000.000000,40.520000,22.970000,4.000000,9.414286,10.566667,14.450000,18.923077,24.893333,29.913333,32.175000,31.906250,26.114286,20.746667,15.231250,10.262500
KERKYRA (AIRP/GREECE,61816641000.000000,39.620000,19.920000,4.000000,13.850000,13.530769,16.026667,19.293333,24.537500,29.031250,31.728571,31.731250,26.693333,22.820000,18.456250,15.137500
LARISSA/GREECE,61816648000.000000,39.630000,22.420000,74.000000,10.207143,11.853846,15.673333,20.200000,26.450000,31.625000,33.493333,33.050000,27.560000,21.900000,15.818750,11.073333
ATHINAI/OBSER/GREECE,61816714000.000000,37.970000,23.720000,107.000000,13.721429,14.107692,17.012500,21.371429,27.275000,32.406250,35.031250,34.743750,29.366667,24.020000,19.256250,14.750000
ATHINAI (AIRP/GREECE,61816716000.000000,37.900000,23.730000,15.000000,13.492857,13.750000,16.360000,20.014286,25.325000,30.618750,33.325000,33.333333,28.246667,23.456250,18.500000,14.618750
KALAMATA/GREECE,61816726000.000000,37.070000,22.020000,8.000000,14.950000,14.828571,17.120000,20.121429,24.918750,29.362500,31.953333,31.837500,28.000000,24.212500,19.706250,16.100000
SOUDA (AIRPOR/GREECE,61816746000.000000,35.480000,24.120000,151.000000,14.371071,14.331111,16.621071,20.232963,24.506786,29.136923,30.873704,30.776429,27.723103,23.627407,19.194286,15.590370
HERAKLION (AI/GREECE,61816754000.000000,35.330000,25.180000,39.000000,15.048571,14.539231,16.836667,19.627143,23.226250,26.950000,28.991429,28.938750,26.570000,23.288750,19.857500,16.613750
BUDAPEST/LORI/HUNGARY,61912843000.000000,47.430000,19.180000,139.000000,2.735714,6.046154,10.921429,18.069231,22.842857,26.120000,28.020000,27.646667,21.821429,16.293333,9.493333,2.773333
DEBRECEN/HUNGARY,61912882000.000000,47.480000,21.630000,112.000000,1.775333,4.447692,10.028667,17.829286,22.748000,25.534667,27.381333,27.181333,21.565714,16.248000,9.633125,2.295625
PECS/HUNGARY,61912942000.000000,46.000000,18.230000,203.000000,3.007143,6.325000,11.400000,17.442857,22.353333,25.573333,27.164286,27.113333,21.535714,16.593333,10.046667,3.420000
SZEGED/HUNGARY,61912982000.000000,46.250000,20.100000,83.000000,2.926667,5.661538,11.320000,18.250000,23.613333,26.760000,28.614286,28.506667,22.814286,17.400000,10.450000,3.437500
KEFLAVIKURFLU/ICELAND,62004018000.000000,63.970000,-22.600000,54.000000,2.856522,2.704348,3.239130,5.908696,8.997273,11.765652,13.517826,13.079545,10.552609,6.994583,4.379545,3.298636
