,ID,Latitud,Longitud,Elevación,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PORT CLINTON (YARARO/AUSTRALIA,50194667004.000000,-34.150000,138.020000,115.000000,16.372000,19.492000,17.408000,20.948000,34.708000,52.629167,47.688000,47.647826,44.064000,33.441667,22.990909,16.934783
KIMBA/AUSTRALIA,50194668000.000000,-33.150000,136.420000,263.000000,18.668000,14.488000,20.320000,16.068000,31.948000,46.196000,40.540000,44.044000,38.928000,31.568000,22.382609,16.443478
PORT PIRIE/AUSTRALIA,50194669000.000000,-33.180000,138.020000,3.000000,16.929167,15.287500,19.120000,19.316000,32.188000,41.612000,38.091667,33.988000,40.500000,32.488000,26.300000,21.495652
GEORGETOWN POST OFFI/AUSTRALIA,50194669001.000000,-33.370000,138.400000,273.000000,17.058333,14.016667,21.725000,28.152174,41.340909,66.995455,70.236364,60.487500,52.781818,42.943478,31.772727,23.661905
DOUGHBOY CREEK/AUSTRALIA,50194669002.000000,-32.920000,138.230000,385.000000,18.048000,16.176000,21.048000,23.258333,41.288000,59.278261,59.364000,61.200000,57.496000,42.612000,34.020833,23.400000
MELROSE POST OFFICE/AUSTRALIA,50194669003.000000,-32.820000,138.180000,352.000000,20.188000,21.096000,24.860000,24.508333,48.733333,78.524000,81.268000,82.266667,74.791667,53.466667,35.126087,26.713043
PORT GERMEIN POST OF/AUSTRALIA,50194669004.000000,-33.020000,138.000000,3.000000,15.428000,13.440000,16.524000,16.908000,32.276000,38.180000,33.416000,30.233333,35.448000,30.692000,26.750000,19.069565
MELROSE (PARA GUMS)/AUSTRALIA,50194669005.000000,-32.850000,138.220000,366.000000,17.808000,19.076000,19.376000,21.716000,36.960000,55.268000,59.037500,60.440000,56.136000,42.096000,30.739130,22.856522
WIRRABARA POST OFFIC/AUSTRALIA,50194669007.000000,-33.030000,138.270000,330.000000,18.188000,17.252000,21.436000,23.236000,41.140000,60.268000,62.028000,59.888000,55.404000,42.936000,31.518182,22.926087
WIRRABARA FOREST RES/AUSTRALIA,50194669008.000000,-33.080000,138.200000,390.000000,20.912000,20.232000,27.441667,37.526087,64.156522,90.578261,86.616667,86.791667,76.139130,55.678261,39.460870,30.813043
CRYSTAL BROOK/AUSTRALIA,50194669009.000000,-33.350000,138.200000,105.000000,14.836000,12.416000,18.836000,20.408000,34.956000,50.104000,46.980000,45.100000,45.641667,33.373913,25.686957,20.800000
GLADSTONE POST OFFIC/AUSTRALIA,50194669010.000000,-33.270000,138.350000,226.000000,16.116000,13.008000,20.716000,23.500000,35.841667,53.408000,51.875000,49.358333,49.056000,37.356522,27.508696,21.513636
LAURA POST OFFICE/AUSTRALIA,50194669011.000000,-33.180000,138.300000,248.000000,18.352000,14.480000,23.296000,21.712500,39.725000,58.780000,55.432000,59.412000,57.720000,46.195833,29.930435,24.160870
SNOWTOWN (CONDOWIE)/AUSTRALIA,50194670003.000000,-33.700000,138.280000,103.000000,16.352000,16.440000,15.664000,17.024000,27.656000,45.072000,39.000000,37.800000,37.184000,30.408333,24.316667,19.965217
KOOLUNGA POST OFFICE/AUSTRALIA,50194670004.000000,-33.580000,138.330000,125.000000,17.144000,12.816667,17.984000,20.316000,35.032000,54.152000,48.896000,48.664000,46.788000,35.472000,27.850000,23.313043
MOUNT TEMPLETON/AUSTRALIA,50194670005.000000,-34.030000,138.320000,85.000000,14.648000,16.596000,15.476000,18.750000,29.024000,51.524000,41.232000,40.916667,42.676000,33.648000,26.454545,16.027273
MUNDOORA/AUSTRALIA,50194670006.000000,-33.600000,138.080000,65.000000,13.554167,12.400000,14.916000,20.486364,32.566667,53.991667,46.287500,41.859091,42.213043,31.287500,21.550000,17.038095
PORT BROUGHTON POST/AUSTRALIA,50194670007.000000,-33.600000,137.930000,5.000000,16.212000,9.952000,15.732000,22.420000,30.196000,54.388000,43.444000,39.204000,36.666667,29.675000,19.708696,16.778261
PORT WAKEFIELD POST/AUSTRALIA,50194670008.000000,-34.180000,138.150000,4.000000,13.640000,17.876000,16.076000,19.792000,30.648000,40.952000,36.540000,35.388000,35.891667,30.970833,24.400000,16.709091
RED HILL/AUSTRALIA,50194670009.000000,-33.530000,138.220000,85.000000,15.964000,14.148000,16.852000,19.236000,36.352000,56.184000,57.224000,53.388000,47.136000,35.400000,27.575000,20.865217
MALLALA POST OFFICE/AUSTRALIA,50194671002.000000,-34.430000,138.520000,46.000000,17.845833,17.809091,21.113043,22.745833,34.891304,52.270833,48.079167,46.595652,47.595455,37.772727,27.239130,17.947619
ADELAIDE AIRP/AUSTRALIA,50194672000.000000,-34.930000,138.520000,4.000000,17.386207,13.468966,21.878571,31.724138,48.300000,60.007143,57.346667,53.358621,47.280000,36.273333,23.140000,25.360000
HAPPY VALLEY RESERVO/AUSTRALIA,50194672001.000000,-35.070000,138.570000,170.000000,22.256000,18.276000,33.572000,43.140000,79.868000,105.380000,102.888000,88.304000,70.588000,55.060000,31.681818,27.668182
HAWKER/AUSTRALIA,50194673000.000000,-31.870000,138.400000,316.000000,19.472000,20.428000,20.884000,15.692000,26.228000,34.813043,41.320000,33.166667,31.356000,32.156000,18.743478,24.273913
SOUTH GAP STN/AUSTRALIA,50194673001.000000,-31.630000,137.620000,43.000000,10.944000,16.872000,18.972000,10.108000,15.448000,17.408000,16.888000,16.883333,14.488000,19.844000,13.000000,16.121739
BELTON/AUSTRALIA,50194673002.000000,-32.250000,138.700000,579.000000,17.276000,17.948000,15.968000,13.375000,17.783333,23.668000,25.236000,25.487500,23.612500,24.168000,15.347826,19.878261
CRADOCK/AUSTRALIA,50194673004.000000,-32.070000,138.500000,405.000000,16.200000,18.692000,16.629167,15.554167,21.518182,26.713043,30.522727,28.313636,30.404348,32.278261,21.013636,25.175000
HAWKER (HOLOWILIENA)/AUSTRALIA,50194673006.000000,-31.880000,138.830000,500.000000,22.968000,25.824000,22.040000,14.376000,24.266667,25.480000,28.064000,28.584000,25.504000,28.912000,20.216667,24.373913
HAWKER (WARCOWIE)/AUSTRALIA,50194673007.000000,-31.780000,138.650000,490.000000,18.296000,22.736000,20.128000,14.512000,24.480000,30.460000,33.188000,31.229167,31.696000,28.824000,19.629167,23.713043
WILSON/AUSTRALIA,50194673008.000000,-32.000000,138.350000,345.000000,18.836000,21.912000,18.928000,16.556000,26.592000,31.892000,36.648000,30.760000,31.000000,31.896000,20.150000,23.613043
CURNAMONA/AUSTRALIA,50194673010.000000,-31.650000,139.550000,90.000000,15.960000,18.095833,18.565217,11.508000,14.941667,13.968000,14.133333,12.044000,16.188000,22.436000,14.508333,16.326087
KOONAMORE/AUSTRALIA,50194673011.000000,-32.070000,139.380000,241.000000,14.800000,23.172000,17.675000,11.133333,17.732000,16.708000,16.400000,15.017391,18.613636,22.160000,17.033333,23.023810
BELTANA (PASTORAL CO/AUSTRALIA,50194674001.000000,-30.830000,138.380000,235.000000,16.060000,17.366667,16.172000,8.679167,18.948000,20.683333,16.773913,14.650000,15.575000,20.109091,13.228571,16.936364
BLINMAN POST OFFICE/AUSTRALIA,50194674002.000000,-31.100000,138.680000,616.000000,18.186957,18.013043,25.266667,13.172000,25.808000,35.252174,41.513636,32.995652,26.434783,28.036364,23.290476,26.318182
BLINMAN (WIRREALPA S/AUSTRALIA,50194674004.000000,-31.130000,138.970000,255.000000,18.224000,18.724000,20.456000,11.460000,19.878261,12.556000,14.975000,12.224000,15.044000,17.516667,17.905000,21.118182
ADELAIDE/AUSTRALIA,50194675000.000000,-34.920000,138.620000,50.000000,20.328000,14.328000,27.768000,35.048000,62.256000,86.912000,77.144000,72.184000,62.133333,46.520000,29.250000,25.113043
GLEN OSMOND POST OFF/AUSTRALIA,50194675002.000000,-34.970000,138.630000,125.000000,21.464000,14.640000,31.404000,39.683333,69.483333,97.204348,89.490909,84.330000,65.490476,46.440909,27.842105,26.259091
NORTH ADELAIDE POST/AUSTRALIA,50194675003.000000,-34.920000,138.600000,48.000000,19.884000,13.064000,28.028000,31.712000,55.296000,76.068000,68.472000,67.708000,57.216000,42.828000,26.087500,22.434783
UMBERATANA/AUSTRALIA,50194676002.000000,-30.230000,139.130000,525.000000,31.600000,23.636000,21.396000,5.836000,20.237500,19.636000,22.588000,14.932000,15.964000,21.792000,17.104348,26.826087
WOOLTANA/AUSTRALIA,50194676003.000000,-30.420000,139.420000,120.000000,14.956522,26.732000,10.173913,7.972000,14.600000,8.566667,12.584000,5.608333,10.883333,16.078261,15.930435,28.754545
FROME DOWNS/AUSTRALIA,50194676004.000000,-31.220000,139.770000,45.000000,14.839130,13.487500,19.079167,8.904167,13.782609,10.178261,10.533333,9.154167,10.383333,13.734783,9.319048,18.447619
GOOLWA POST OFFICE/AUSTRALIA,50194677001.000000,-35.500000,138.780000,4.000000,15.691667,13.725000,22.364000,31.704000,44.552000,71.908333,65.360870,66.817391,49.704348,39.679167,26.321739,21.920000
MILANG POST OFFICE/AUSTRALIA,50194677002.000000,-35.420000,138.970000,8.000000,17.237500,15.884000,21.900000,29.272000,38.912000,58.660000,54.992000,53.408000,40.833333,38.254167,24.729167,21.126087
BIRDWOOD POST OFFICE/AUSTRALIA,50194678001.000000,-34.820000,138.950000,387.000000,20.558333,16.225000,30.312000,39.779167,66.924000,109.832000,106.320000,107.691667,82.275000,56.030435,33.186364,25.200000
GUMERACHA POST OFFIC/AUSTRALIA,50194678002.000000,-34.830000,138.870000,355.000000,22.090909,11.923810,33.734783,40.450000,74.036364,126.510000,123.304348,123.042857,93.747368,61.815789,34.333333,26.671429
MOUNT PLEASANT POST/AUSTRALIA,50194678003.000000,-34.780000,139.050000,430.000000,22.856000,16.862500,26.875000,30.480000,59.591304,93.017391,98.127273,98.523810,72.580952,48.834783,31.552381,23.005263
YONGALA/AUSTRALIA,50194679000.000000,-33.020000,138.700000,515.000000,24.968000,15.752000,15.979167,18.040000,29.636000,37.604000,41.684000,44.396000,38.632000,34.032000,24.947826,20.930435
APPILA/AUSTRALIA,50194679003.000000,-33.050000,138.430000,381.000000,19.712000,15.216667,19.328000,20.520000,33.400000,45.056000,44.440000,46.760000,50.245833,39.816667,26.060870,23.504348
BLACK ROCK/AUSTRALIA,50194679004.000000,-32.830000,138.680000,428.000000,22.120000,16.687500,16.036000,15.104000,25.887500,33.752000,34.908333,38.300000,36.816000,30.572000,22.583333,21.808696
BOOLEROO CENTRE POST/AUSTRALIA,50194679005.000000,-32.880000,138.350000,405.000000,19.436000,24.984000,16.996000,23.008000,33.956000,49.072000,48.108333,50.176000,44.736000,36.862500,30.591667,23.830435
BOOLEROO WHIM/AUSTRALIA,50194679006.000000,-32.780000,138.330000,342.000000,17.024000,15.488000,14.560000,16.984000,28.140000,39.004000,37.664000,40.792000,38.348000,32.725000,22.730435,20.008696
EURELIA/AUSTRALIA,50194679007.000000,-32.550000,138.570000,528.000000,21.188000,19.564000,19.043478,14.833333,28.695652,34.134783,39.225000,39.900000,33.604167,32.836000,23.772727,25.969565
ORROROO/AUSTRALIA,50194679008.000000,-32.730000,138.620000,418.000000,21.264000,17.908000,20.760000,15.688000,26.576000,36.592000,41.416667,41.416000,38.920000,31.720000,22.718182,19.436364
PETERBOROUGH POST OF/AUSTRALIA,50194679009.000000,-32.980000,138.830000,533.000000,26.244000,17.428000,15.776000,15.129167,28.269565,34.358333,40.104348,36.469565,33.829167,29.084000,21.952381,20.247826
WILLOWIE/AUSTRALIA,50194679010.000000,-32.680000,138.330000,317.000000,16.783333,17.520000,17.104000,15.488000,27.570833,34.348000,34.200000,38.156000,37.617391,30.113636,23.813043,21.872727
LILYDALE STATION/AUSTRALIA,50194679011.000000,-32.970000,139.970000,177.000000,21.104000,13.150000,12.692000,8.208000,15.880000,13.333333,17.312500,15.272000,20.391304,20.929167,13.956522,19.972727
MANNAHILL/AUSTRALIA,50194679012.000000,-32.430000,139.980000,371.000000,23.944000,27.787500,14.600000,8.086957,20.464000,16.783333,17.456522,18.008696,21.726087,20.650000,15.421739,21.926087
PARATOO/AUSTRALIA,50194679013.000000,-32.730000,139.400000,303.000000,22.976000,23.632000,14.544000,9.200000,18.800000,19.312500,20.716667,20.050000,20.220833,23.312500,17.254545,26.286957
WINNININNIE STATION/AUSTRALIA,50194679014.000000,-32.480000,139.720000,400.000000,18.712500,27.612500,16.162500,9.229167,21.095833,16.616000,19.072000,16.032000,18.687500,22.225000,15.878261,16.700000
CALTOWIE/AUSTRALIA,50194679015.000000,-33.180000,138.500000,380.000000,20.670833,14.168000,20.008000,26.016667,40.480000,65.320000,58.076000,59.429167,53.366667,44.500000,31.791667,22.878261
HALLETT POST OFFICE/AUSTRALIA,50194679016.000000,-33.420000,138.900000,601.000000,20.992000,18.156000,19.062500,21.083333,34.686364,55.108333,55.045833,59.462500,51.944000,47.562500,30.379167,24.769565
JAMESTOWN POST OFFIC/AUSTRALIA,50194679017.000000,-33.200000,138.600000,455.000000,19.552000,16.872000,19.392000,19.991667,36.800000,58.864000,61.552000,61.736000,53.932000,42.741667,30.526087,22.634783
WHYTE-YARCOWIE POST/AUSTRALIA,50194679020.000000,-33.230000,138.880000,518.000000,19.296000,15.628000,16.732000,16.366667,28.708333,39.958333,44.954167,48.325000,41.329167,37.230435,23.836364,23.809524
HALLETT (OLD CANOWIE/AUSTRALIA,50194679021.000000,-33.300000,138.750000,570.000000,25.096000,17.200000,20.616000,23.776000,42.128000,66.696000,74.032000,69.064000,63.241667,49.683333,32.391667,23.760870
EUDUNDA/AUSTRALIA,50194680000.000000,-34.170000,139.080000,416.000000,24.792000,20.868000,21.016000,28.100000,36.432000,58.972000,57.184000,60.596000,54.384000,41.852000,29.708696,24.143478
WORLDS END CREEK/AUSTRALIA,50194680001.000000,-33.830000,139.080000,290.000000,25.032000,17.636000,16.080000,14.128000,25.048000,41.600000,37.432000,41.391667,34.940000,30.333333,22.766667,20.430435
MARRABEL POST OFFICE/AUSTRALIA,50194680002.000000,-34.150000,138.880000,375.000000,21.744000,18.150000,22.691667,27.650000,44.420833,68.445833,63.656000,67.940000,63.984000,48.680000,38.437500,24.900000
RIVERTON POST OFFICE/AUSTRALIA,50194680003.000000,-34.170000,138.750000,269.000000,24.408333,18.333333,22.070833,28.322727,45.532000,71.940000,69.208696,63.138095,63.450000,46.675000,35.219048,19.714286
SADDLEWORTH POST OFF/AUSTRALIA,50194680004.000000,-34.080000,138.780000,321.000000,22.284000,18.337500,22.500000,27.360000,41.241667,66.024000,62.866667,63.416667,62.032000,46.716000,35.520833,21.313043
TARLEE POST OFFICE/AUSTRALIA,50194680005.000000,-34.270000,138.770000,191.000000,22.348000,16.572000,22.424000,26.636000,39.595833,57.348000,59.352000,63.284000,58.072000,46.404167,33.039130,18.552174
AUSTRALIA PLAINS/AUSTRALIA,50194680006.000000,-34.100000,139.170000,285.000000,22.345833,15.190909,15.965217,18.817391,23.536364,38.204348,38.182609,36.413636,34.108696,30.600000,23.652174,21.295238
BOWER/AUSTRALIA,50194680007.000000,-34.130000,139.350000,119.000000,19.152000,14.552000,13.412500,17.784000,25.383333,30.187500,28.332000,32.176190,30.091667,27.160000,22.291667,21.936364
ROBERTSTOWN/AUSTRALIA,50194680008.000000,-33.980000,139.080000,344.000000,25.208000,18.488000,15.824000,17.252000,26.480000,43.224000,40.780000,43.180000,37.362500,33.562500,26.487500,18.577273
TURRETFIELD RES. CEN/AUSTRALIA,50194681001.000000,-34.500000,138.830000,116.000000,18.980000,14.364000,24.729167,29.637500,43.713043,68.025000,60.460870,61.112500,60.395833,42.579167,28.491304,20.495652
KAPUNDA POST OFFICE/AUSTRALIA,50194681002.000000,-34.350000,138.920000,245.000000,16.664000,18.392000,24.280000,27.160000,45.124000,65.016000,62.760000,65.620833,64.041667,45.550000,33.727273,19.691304
HAMLEY BRIDGE P.O./AUSTRALIA,50194681003.000000,-34.350000,138.680000,90.000000,21.864000,18.908333,22.833333,26.783333,36.250000,59.643478,54.778261,54.062500,55.072000,41.620833,32.652174,18.060870
ANGASTON POST OFFICE/AUSTRALIA,50194681004.000000,-34.500000,139.050000,347.000000,17.862500,16.244000,24.291304,31.941667,54.091667,79.925000,74.325000,77.973913,66.669565,45.966667,33.285714,24.991304
GREENOCK POST OFFICE/AUSTRALIA,50194681005.000000,-34.470000,138.930000,255.000000,17.624000,15.976000,28.812000,29.984000,47.980000,69.076000,63.300000,66.000000,65.708333,48.596000,33.039130,24.568182
TANUNDA POST OFFICE/AUSTRALIA,50194681008.000000,-34.530000,138.950000,263.000000,18.624000,16.440000,27.496000,28.872000,54.672000,73.268000,71.636000,72.588000,68.468000,47.737500,31.695652,22.182609
KONGOLIA/AUSTRALIA,50194681009.000000,-34.650000,139.370000,70.000000,16.652000,14.332000,15.762500,16.600000,27.160000,33.154167,30.280000,30.641667,30.008333,24.886957,20.350000,21.682609
SANDLETON/AUSTRALIA,50194681010.000000,-34.470000,139.350000,88.000000,17.620000,14.188000,12.596000,19.988000,24.800000,33.944000,29.020000,31.304000,29.156000,26.800000,19.833333,19.330435
SWAN REACH POST OFFI/AUSTRALIA,50194681012.000000,-34.570000,139.600000,24.000000,16.072000,12.600000,13.736000,18.108000,24.900000,31.272000,26.448000,27.576000,30.488000,26.512000,19.262500,17.147826
TRURO POST OFFICE/AUSTRALIA,50194681013.000000,-34.420000,139.130000,345.000000,22.020000,19.916000,25.308000,30.368000,46.272000,64.922727,64.200000,67.632000,60.452000,44.640000,35.429167,26.069565
KINGSTON ON MURRAY/AUSTRALIA,50194682002.000000,-34.230000,140.350000,25.000000,17.008000,16.544000,9.568000,13.912000,19.808000,24.808000,27.496000,25.141667,24.895652,25.241667,20.791667,17.321739
OVERLAND CORNER/AUSTRALIA,50194682004.000000,-34.150000,140.320000,60.000000,18.704762,15.289474,11.231818,16.684211,21.086957,25.333333,29.315000,25.280952,27.128571,30.595238,22.347368,21.921053
PYAP/AUSTRALIA,50194682005.000000,-34.450000,140.500000,40.000000,15.912000,13.808000,11.008333,13.796000,21.412000,27.124000,29.556000,28.416000,26.176000,26.716000,19.250000,19.282609
NOTTS WELL/AUSTRALIA,50194685003.000000,-34.420000,139.780000,45.000000,15.272000,14.840000,14.300000,17.196000,27.840000,31.936000,29.240000,29.228000,30.200000,31.872000,20.733333,19.372727
RENMARK IRRIGATION T/AUSTRALIA,50194687001.000000,-34.170000,140.750000,20.000000,13.836000,15.484000,10.620000,11.972000,19.044000,26.832000,27.808000,27.956000,25.800000,26.820000,17.695833,18.095652
LYRUP POST OFFICE/AUSTRALIA,50194687002.000000,-34.270000,140.650000,22.000000,15.824000,16.156522,10.120000,13.504000,18.184000,26.660000,25.812000,27.344000,27.487500,29.108000,17.750000,20.513636
LAMEROO/AUSTRALIA,50194688000.000000,-35.330000,140.520000,100.000000,17.948000,18.028000,16.640000,22.528000,31.712000,46.320000,45.472000,50.040000,41.772000,34.476000,25.573913,23.947826
PINNAROO POST OFFICE/AUSTRALIA,50194688001.000000,-35.270000,140.900000,105.000000,15.212000,17.350000,14.132000,15.662500,24.221739,37.241667,38.982609,43.538095,35.712500,29.187500,23.056522,16.495652
MUTOOROO/AUSTRALIA,50194691002.000000,-32.450000,140.920000,183.000000,22.128000,23.604000,15.548000,11.252000,21.228000,16.784000,20.248000,14.240000,19.588000,23.648000,14.139130,21.695652
MANNAHILL (WADNAMING/AUSTRALIA,50194691003.000000,-32.500000,140.230000,340.000000,25.468000,16.883333,8.616667,11.672000,22.662500,16.668182,21.861905,15.863636,21.440909,22.750000,20.095238,25.095238
MILDURA AIRPO/AUSTRALIA,50194693000.000000,-34.220000,142.080000,52.000000,22.246667,13.713333,13.075862,13.814286,22.193333,21.971429,27.186667,27.103448,26.875862,25.940000,26.506667,31.020000
MAUDE (NAP NAP)/AUSTRALIA,50194696001.000000,-34.450000,144.170000,75.000000,27.516000,23.708000,25.066667,19.916000,33.068000,26.836000,36.408000,29.820833,27.550000,27.054167,24.841667,22.336364
MOULAMEIN (TCHELERY)/AUSTRALIA,50194696002.000000,-34.820000,144.170000,70.000000,23.458333,23.878261,22.384000,18.133333,31.066667,26.672000,32.988000,32.566667,30.721739,28.986957,24.270833,26.422727
IVANHOE (MT MANARA)/AUSTRALIA,50194697001.000000,-32.470000,143.950000,107.000000,28.376000,21.936000,22.916000,14.568000,30.608000,25.800000,27.383333,23.175000,22.808333,32.825000,21.791304,27.354545
HAY (CORRONG)/AUSTRALIA,50194698001.000000,-34.220000,144.470000,80.000000,26.495652,21.247826,23.584000,17.175000,35.177273,27.095833,36.372000,30.317391,29.300000,33.972727,21.078947,23.390000
MAUDE POST OFFICE/AUSTRALIA,50194698002.000000,-34.480000,144.300000,76.000000,25.730435,25.065217,26.765217,20.240909,32.076000,31.133333,36.121739,30.956522,29.513043,30.095238,25.336364,33.483333
BOOLIGAL (ULONGA)/AUSTRALIA,50194698003.000000,-34.100000,144.650000,84.000000,28.760870,23.386957,27.533333,12.425000,34.680000,26.141667,32.616667,28.204167,27.321739,28.200000,18.895238,28.200000
WANGANELLA(BUNDYULUM/AUSTRALIA,50194698004.000000,-35.030000,144.450000,79.000000,25.170833,20.558333,22.972727,20.887500,33.583333,28.856000,36.824000,35.395652,33.665217,26.380952,25.865217,27.542857
HILLSTON POST OFFICE/AUSTRALIA,50194700001.000000,-33.480000,145.530000,123.000000,32.154167,27.466667,36.580000,25.024000,34.632000,34.450000,39.264000,33.150000,33.382609,37.958333,26.491304,32.969565
BOOLIGAL (BELMONT)/AUSTRALIA,50194700002.000000,-33.850000,144.900000,95.000000,30.512000,24.145833,31.712000,18.120833,32.292000,29.812000,32.325000,28.012500,29.073913,33.495833,27.195833,27.654545
CARRATHOOL POST OFFI/AUSTRALIA,50194701001.000000,-34.420000,145.430000,108.000000,36.032000,26.416667,28.296000,23.648000,34.520000,32.584000,40.325000,33.963636,32.145833,35.108333,25.321739,28.477273
CARRATHOOL (UARDRY)/AUSTRALIA,50194701004.000000,-34.470000,145.300000,104.000000,24.595652,21.341667,28.084000,21.295833,35.759091,30.712500,39.445455,32.100000,30.169565,31.182609,20.386957,30.886364
CONARGO (WILLURAH)/AUSTRALIA,50194701005.000000,-35.000000,145.080000,101.000000,30.372000,27.016667,32.108000,26.654167,39.528000,36.145833,40.769565,39.908333,34.813043,33.852174,28.241667,33.495652
GROONGAL (GROONGAL S/AUSTRALIA,50194705004.000000,-34.430000,145.570000,104.000000,34.617391,27.345455,31.056522,22.477273,41.850000,35.716667,42.083333,37.326087,33.934783,34.238095,24.685000,38.836842
GROONGAL (TOGANMAIN)/AUSTRALIA,50194705005.000000,-34.470000,145.620000,107.000000,38.295652,30.900000,25.014286,22.308696,39.209091,34.209091,41.336364,36.154545,35.839130,39.309091,28.079167,32.181818
NARRANDERA/AUSTRALIA,50194706000.000000,-34.730000,146.550000,174.000000,34.528000,35.208000,29.672000,32.868000,43.424000,43.108333,45.670833,43.729167,41.722727,39.738095,31.791304,32.009091
URANA POST OFFICE/AUSTRALIA,50194706001.000000,-35.330000,146.270000,125.000000,30.280000,29.336000,28.025000,26.204000,41.076000,41.770833,48.745833,41.734783,37.381818,36.191304,33.122727,37.050000
GRONG GRONG (BEREMBE/AUSTRALIA,50194706002.000000,-34.870000,146.820000,159.000000,34.960000,38.768421,22.100000,26.554545,43.491304,45.500000,48.765000,42.336842,42.195000,45.109091,33.966667,35.866667
URANA (BUTHERWAH)/AUSTRALIA,50194706003.000000,-35.350000,146.320000,120.000000,30.880000,24.804167,29.856000,26.808000,38.040000,42.736000,49.032000,42.341667,36.520833,40.233333,35.956522,34.365217
GANMAIN POST OFFICE/AUSTRALIA,50194706004.000000,-34.800000,147.030000,190.000000,36.941667,31.469565,35.444000,34.660000,42.624000,49.266667,49.041667,46.076190,47.469565,43.360870,38.191304,35.731818
LOCKHART POST OFFICE/AUSTRALIA,50194706006.000000,-35.230000,146.720000,158.000000,39.225000,33.109091,26.116000,35.041667,41.475000,44.822727,52.339130,52.845455,45.700000,38.343478,34.772727,36.109091
WYALONG/AUSTRALIA,50194709000.000000,-33.920000,147.230000,245.000000,41.624000,34.272000,32.204000,29.924000,38.488000,38.032000,50.184000,43.362500,39.329167,43.065217,39.856522,39.378261
NYMAGEE (BALOWRA)/AUSTRALIA,50194710007.000000,-32.250000,146.480000,335.000000,41.976000,35.533333,31.632000,29.680000,36.325000,26.696000,39.608333,35.433333,31.012500,44.625000,39.541667,35.321739
COBAR/AUSTRALIA,50194711000.000000,-31.480000,145.820000,265.000000,37.275862,47.376667,34.092857,29.783333,32.013333,29.378571,33.600000,26.489286,23.053333,38.834483,40.460000,37.226667
BOOROWA POST OFFICE/AUSTRALIA,50194712001.000000,-34.430000,148.720000,488.000000,44.720833,38.479167,35.008333,46.683333,48.391304,49.600000,63.591304,61.125000,55.731818,47.877273,58.954545,47.005000
GRENFELL POST OFFICE/AUSTRALIA,50194712003.000000,-33.900000,148.170000,384.000000,51.596000,44.804000,36.196000,44.048000,43.588000,51.088000,60.991667,66.739130,56.777273,49.157143,45.480952,48.142857
GREENETHORPE (IANDRA/AUSTRALIA,50194712004.000000,-34.080000,148.370000,410.000000,40.662500,35.904348,32.741667,41.364000,45.283333,49.921739,65.450000,61.285714,57.321739,49.195652,51.109091,54.135000
WOMBAT (TUMBLETON)/AUSTRALIA,50194712005.000000,-34.400000,148.180000,530.000000,51.129167,44.409091,42.745455,47.526087,58.445833,67.934783,84.009091,73.534783,65.913043,62.739130,60.621739,51.400000
MURRINGO (WINDERMERE/AUSTRALIA,50194712006.000000,-34.200000,148.530000,420.000000,48.388000,37.700000,34.452000,42.104000,42.560000,56.620000,69.280000,64.704348,56.454167,54.450000,52.100000,48.513043
EUGOWRA POST OFFICE/AUSTRALIA,50194713001.000000,-33.430000,148.370000,270.000000,46.675000,51.295833,42.339130,41.313043,43.650000,44.743478,56.150000,52.663636,48.782609,58.636364,48.877273,45.513636
COOTAMUNDRA (LANDGRO/AUSTRALIA,50194714002.000000,-34.650000,148.170000,460.000000,54.086957,34.333333,40.368000,47.416000,45.608696,58.241667,70.860000,65.869565,59.441667,59.878261,55.137500,51.308696
TEMORA POST OFFICE/AUSTRALIA,50194714004.000000,-34.450000,147.530000,292.000000,43.930435,37.713636,37.950000,39.963636,54.408696,47.066667,60.990476,57.261905,48.745000,45.447368,50.490000,36.414286
JUNEE REEFS (CLEAR H/AUSTRALIA,50194714005.000000,-34.630000,147.620000,290.000000,40.336000,35.108333,33.312000,33.560000,40.475000,47.278261,50.976000,46.543478,48.052174,48.541667,43.508333,35.809524
GOULBURN/AUSTRALIA,50194716000.000000,-34.720000,149.730000,650.000000,60.828000,55.692000,54.768000,46.675000,44.304000,46.408000,47.975000,53.725000,51.720833,58.179167,63.447826,59.360870
MARULAN POST OFFICE/AUSTRALIA,50194716001.000000,-34.720000,150.000000,650.000000,63.132000,70.412500,60.787500,56.952174,53.116667,46.433333,44.900000,41.969565,51.831818,57.045833,77.736842,54.428571
WOODHOUSELEE (LEESTO/AUSTRALIA,50194716002.000000,-34.550000,149.620000,855.000000,62.728000,62.024000,56.391667,51.288000,56.266667,62.675000,69.640000,77.617391,69.217391,70.050000,73.939130,57.052174
PARKES MACART/AUSTRALIA,50194717000.000000,-33.130000,148.150000,324.000000,54.432000,50.480000,43.764000,48.472000,50.132000,43.236000,56.176000,58.254167,46.400000,55.879167,52.552174,49.752174
MANILDRA (HAZELDALE)/AUSTRALIA,50194717006.000000,-33.170000,148.600000,500.000000,63.080000,58.720000,44.075000,46.760000,47.520000,49.832000,70.280000,68.583333,51.262500,61.358333,48.217391,54.930435
QUAMBONE (CARWELL)/AUSTRALIA,50194718005.000000,-31.030000,147.900000,160.000000,59.191667,35.058333,31.991667,42.187500,39.366667,31.125000,38.456000,29.550000,26.850000,36.626087,47.650000,38.609091
